    2  0.102959968818432E+04  4.396096720710131E-02  0.311677900126065E+01
    3  0.972997141151492E+03  6.896789979767273E-02  0.379645149845763E+01
    4  0.916890244289694E+03  7.454637697614051E-02  0.383378638913141E+01
    5  0.873279445869678E+03  6.346492757707928E-02  0.350413089251797E+01
    6  0.841871178455309E+03  4.496963404913303E-02  0.301387114305525E+01
    7  0.820528648913126E+03  2.759809810538284E-02  0.249204036618180E+01
    8  0.806636992926677E+03  1.570538564810327E-02  0.201505570502985E+01
    9  0.798556433978263E+03  9.545146371784375E-03  0.161894353793254E+01
   10  0.794963963424300E+03  7.176345515615531E-03  0.132063476458604E+01
   11  0.794492095398727E+03  6.408380554791963E-03  0.112294660282686E+01
   12  0.797300163152312E+03  5.842473420524081E-03  0.102032684723232E+01
   13  0.802170759098521E+03  5.227950598391715E-03  0.989029301445350E+00
   14  0.807823248780594E+03  4.607429014119009E-03  0.100332109538993E+01
   15  0.814641145283675E+03  4.184353801504198E-03  0.104745605744761E+01
   16  0.823222588433271E+03  4.133378248773053E-03  0.110873376358156E+01
   17  0.833360077474430E+03  4.353160053787403E-03  0.117665008162377E+01
   18  0.844628741474903E+03  4.696362304042715E-03  0.124225401601658E+01
   19  0.856539869373715E+03  5.107665235932946E-03  0.130061082577478E+01
   20  0.868700689093765E+03  5.575479300257610E-03  0.134952552788244E+01
   21  0.881166024622172E+03  6.171118656539940E-03  0.139374591662839E+01
   22  0.894069950006576E+03  6.970536182116655E-03  0.143860454691832E+01
   23  0.907415943472497E+03  7.985335916854684E-03  0.148483023882071E+01
   24  0.921161343470855E+03  9.210300332850438E-03  0.153228923647754E+01
   25  0.935209525176318E+03  1.063727446858806E-02  0.158200121516193E+01
   26  0.949483050485002E+03  1.225514223496850E-02  0.163451710946782E+01
   27  0.964035191455078E+03  1.404388046617223E-02  0.168735946014126E+01
   28  0.978918053825329E+03  1.598897056821886E-02  0.173750891641007E+01
   29  0.994048367894936E+03  1.810681931120505E-02  0.178280695527702E+01
   30  0.100934487699814E+04  2.041424447407609E-02  0.182141657897982E+01
   31  0.102486975204903E+04  2.289878250709478E-02  0.185192606292110E+01
   32  0.104069679432043E+04  2.554756500671789E-02  0.187292177447477E+01
   33  0.105680289894030E+04  2.837538548286055E-02  0.188255717573498E+01
   34  0.107312744413487E+04  3.140448560868488E-02  0.187993744459237E+01
   35  0.108955664666818E+04  3.465923779688275E-02  0.186840752740328E+01
   36  0.110602026962164E+04  3.815696625302527E-02  0.185102758810634E+01
   37  0.112267542280827E+04  4.188467161467064E-02  0.182547889250360E+01
   38  0.113968129998552E+04  4.582917517438130E-02  0.178895855432037E+01
   39  0.115697808395701E+04  5.000690441274964E-02  0.174210597711179E+01
   40  0.117445120478790E+04  5.444168835737550E-02  0.168642113689042E+01
   41  0.119201003049715E+04  5.915193852860068E-02  0.162293155252328E+01
   42  0.120965968091889E+04  6.413439641773482E-02  0.155077491429517E+01
   43  0.122742921384102E+04  6.938038600882954E-02  0.146861645534534E+01
   44  0.124534768705146E+04  7.488123128593642E-02  0.137512140881305E+01
   45  0.126344415833814E+04  8.062825623310710E-02  0.126895500783754E+01
   46  0.128174137634181E+04  8.661639046542871E-02  0.114912421586658E+01
   47  0.130023685311465E+04  9.285498612213074E-02  0.101600291758199E+01
   48  0.131892179156170E+04  9.935700097347820E-02  0.870306727974143E+00
   49  0.133778739458797E+04  1.061353927897361E-01  0.712751262033371E+00
   50  0.135682486509851E+04  1.132031193411695E-01  0.544052134750026E+00
   51  0.137602811075060E+04  1.205698562516496E-01  0.364696862839263E+00
   52  0.139540185821054E+04  1.282321505594728E-01  0.174260569915457E+00
   53  0.141495353889688E+04  1.361832671565416E-01  -.279097186822095E-01
   54  0.143469058422819E+04  1.444164709347585E-01  -.242466977614557E+00
   55  0.145462042562301E+04  1.529250267860261E-01  -.470064181542405E+00
   56  0.147474854007688E+04  1.617036235210539E-01  -.711212936252126E+00
   57  0.149507258689316E+04  1.707526456257792E-01  -.965859372032319E+00
   58  0.151558827095217E+04  1.800739015049466E-01  -.123380825029714E+01
   59  0.153629129713427E+04  1.896691995633003E-01  -.151486433246073E+01
   60  0.155717737031977E+04  1.995403482055847E-01  -.180883237993725E+01
   61  0.157824487246527E+04  2.096877982829482E-01  -.211555216656648E+01
   62  0.159950289383244E+04  2.201065704321543E-01  -.243500351589063E+01
   63  0.162096320175920E+04  2.307903277363707E-01  -.276720126387754E+01
   64  0.164263756358347E+04  2.417327332787648E-01  -.311216024649508E+01
   65  0.166453774664318E+04  2.529274501425041E-01  -.346989529971107E+01
   66  0.168667144781935E+04  2.643681595543691E-01  -.384034106620108E+01
   67  0.170903008216544E+04  2.760486153155914E-01  -.422311141547147E+01
   68  0.173160099427799E+04  2.879625893710153E-01  -.461774002373633E+01
   69  0.175437152875356E+04  3.001038536654856E-01  -.502376056720974E+01
   70  0.177732903018869E+04  3.124661801438467E-01  -.544070672210580E+01
   71  0.180046715967710E+04  3.250430524417394E-01  -.586823547564933E+01
   72  0.182380484430119E+04  3.378268009579902E-01  -.630649705910823E+01
   73  0.184736732764052E+04  3.508094677822219E-01  -.675576501476113E+01
   74  0.187117985327464E+04  3.639830950040575E-01  -.721631288488669E+01
   75  0.189526766478313E+04  3.773397247131198E-01  -.768841421176356E+01
   76  0.191964879108841E+04  3.908708080767088E-01  -.817220266740001E+01
   77  0.194431240248446E+04  4.045654325728332E-01  -.866725244272294E+01
   78  0.196924045460812E+04  4.184120947571790E-01  -.917299785838889E+01
   79  0.199441490309624E+04  4.323992911854322E-01  -.968887323505438E+01
   80  0.201981770358566E+04  4.465155184132785E-01  -.102143128933759E+02
   81  0.204543413956356E+04  4.607494800670162E-01  -.107487711158247E+02
   82  0.207126280591845E+04  4.750907080553920E-01  -.112917820321297E+02
   83  0.209730562538915E+04  4.895289413577651E-01  -.118428997338349E+02
   84  0.212356452071451E+04  5.040539189534945E-01  -.124016783124839E+02
   85  0.215004141463336E+04  5.186553798219391E-01  -.129676718596204E+02
   86  0.217673771573112E+04  5.333225458828377E-01  -.135404682508738E+02
   87  0.220365277597960E+04  5.480425708174472E-01  -.141197904982158E+02
   88  0.223078543319717E+04  5.628020912474041E-01  -.147053953977038E+02
   89  0.225813452520222E+04  5.775877437943450E-01  -.152970397453950E+02
   90  0.228569888981314E+04  5.923861650799063E-01  -.158944803373468E+02
   91  0.231347714409295E+04  6.071839247489256E-01  -.164974336483628E+02
   92  0.234146702208322E+04  6.219673245390449E-01  -.171054548682318E+02
   93  0.236966603707014E+04  6.367225992111067E-01  -.177180588654889E+02
   94  0.239807170233991E+04  6.514359835259544E-01  -.183347605086692E+02
   95  0.242668153117874E+04  6.660937122444303E-01  -.189550746663078E+02
   96  0.245549303687283E+04  6.806820201273777E-01  -.195785162069398E+02
   97  0.248450373270837E+04  6.951871419356391E-01  -.202045999991003E+02
   98  0.251371113197156E+04  7.095953124300577E-01  -.208328409113245E+02
   99  0.254311274794862E+04  7.238927663714760E-01  -.214627538121474E+02
  100  0.257270609392573E+04  7.380657385207372E-01  -.220938535701041E+02
  101  0.260248868318910E+04  7.521004636386841E-01  -.227256550537298E+02
  102  0.263245802902492E+04  7.659831764861592E-01  -.233576731315596E+02
  103  0.266261164471941E+04  7.797001118240060E-01  -.239894226721284E+02
  104  0.269294704355875E+04  7.932375044130667E-01  -.246204185439716E+02
  105  0.272346173882916E+04  8.065815890141849E-01  -.252501756156241E+02
  106  0.275415324381682E+04  8.197186003882027E-01  -.258782087556211E+02
  107  0.278501907180794E+04  8.326347732959632E-01  -.265040328324976E+02
  108  0.281605673608873E+04  8.453163424983098E-01  -.271271627147888E+02
  109  0.284726374994537E+04  8.577495427560844E-01  -.277471132710298E+02
  110  0.287863762666408E+04  8.699206088301308E-01  -.283633993697557E+02
  111  0.291017486627059E+04  8.818164362502978E-01  -.289755267306263E+02
  112  0.294186791574886E+04  8.934265636224622E-01  -.295829644778008E+02
  113  0.297370820882236E+04  9.047411903215058E-01  -.301851725865629E+02
  114  0.300568717921459E+04  9.157505157223121E-01  -.307816110321965E+02
  115  0.303779626064903E+04  9.264447391997634E-01  -.313717397899854E+02
  116  0.307002688684917E+04  9.368140601287426E-01  -.319550188352134E+02
  117  0.310237049153850E+04  9.468486778841326E-01  -.325309081431643E+02
  118  0.313481850844051E+04  9.565387918408156E-01  -.330988676891220E+02
  119  0.316736237127869E+04  9.658746013736748E-01  -.336583574483702E+02
  120  0.319999351377651E+04  9.748463058575926E-01  -.342088373961929E+02
  121  0.323270336965748E+04  9.834441046674519E-01  -.347497675078738E+02
  122  0.326548337264508E+04  9.916581971781353E-01  -.352806077586968E+02
  123  0.329832495646280E+04  9.994787827645257E-01  -.358008181239457E+02
  124  0.333121955483412E+04  1.006896060801506E+00  -.363098585789043E+02
  125  0.336415860148253E+04  1.013900230663958E+00  -.368071890988564E+02
  126  0.339713353013153E+04  1.020481491726765E+00  -.372922696590859E+02
