#    L    TT             EE             BB             TE          
  1866    0.26601E+03    0.93534E+01    0.44615E-01   -0.41298E+01
  1867    0.26498E+03    0.93929E+01    0.44559E-01   -0.41761E+01
  1868    0.26396E+03    0.94318E+01    0.44503E-01   -0.42259E+01
  1869    0.26296E+03    0.94702E+01    0.44447E-01   -0.42788E+01
  1870    0.26195E+03    0.95087E+01    0.44392E-01   -0.43351E+01
  1871    0.26096E+03    0.95476E+01    0.44336E-01   -0.43943E+01
  1872    0.25998E+03    0.95851E+01    0.44280E-01   -0.44569E+01
  1873    0.25900E+03    0.96229E+01    0.44224E-01   -0.45224E+01
  1874    0.25803E+03    0.96595E+01    0.44169E-01   -0.45910E+01
  1875    0.25708E+03    0.96963E+01    0.44113E-01   -0.46626E+01
  1876    0.25613E+03    0.97326E+01    0.44058E-01   -0.47370E+01
  1877    0.25518E+03    0.97685E+01    0.44002E-01   -0.48143E+01
  1878    0.25425E+03    0.98031E+01    0.43947E-01   -0.48945E+01
  1879    0.25332E+03    0.98373E+01    0.43892E-01   -0.49773E+01
  1880    0.25241E+03    0.98710E+01    0.43836E-01   -0.50629E+01
  1881    0.25151E+03    0.99043E+01    0.43781E-01   -0.51511E+01
  1882    0.25062E+03    0.99379E+01    0.43726E-01   -0.52418E+01
  1883    0.24974E+03    0.99696E+01    0.43671E-01   -0.53351E+01
  1884    0.24887E+03    0.10002E+02    0.43616E-01   -0.54308E+01
  1885    0.24801E+03    0.10033E+02    0.43561E-01   -0.55291E+01
  1886    0.24715E+03    0.10064E+02    0.43507E-01   -0.56296E+01
  1887    0.24630E+03    0.10094E+02    0.43452E-01   -0.57325E+01
  1888    0.24548E+03    0.10123E+02    0.43397E-01   -0.58376E+01
  1889    0.24466E+03    0.10152E+02    0.43343E-01   -0.59449E+01
  1890    0.24385E+03    0.10180E+02    0.43289E-01   -0.60545E+01
  1891    0.24305E+03    0.10208E+02    0.43234E-01   -0.61659E+01
  1892    0.24226E+03    0.10234E+02    0.43180E-01   -0.62796E+01
  1893    0.24148E+03    0.10260E+02    0.43126E-01   -0.63950E+01
  1894    0.24072E+03    0.10286E+02    0.43072E-01   -0.65122E+01
  1895    0.23996E+03    0.10310E+02    0.43019E-01   -0.66313E+01
  1896    0.23922E+03    0.10335E+02    0.42965E-01   -0.67522E+01
  1897    0.23849E+03    0.10357E+02    0.42912E-01   -0.68748E+01
  1898    0.23777E+03    0.10380E+02    0.42858E-01   -0.69992E+01
  1899    0.23706E+03    0.10402E+02    0.42805E-01   -0.71250E+01
  1900    0.23636E+03    0.10422E+02    0.42752E-01   -0.72525E+01
  1901    0.23567E+03    0.10442E+02    0.42699E-01   -0.73816E+01
  1902    0.23500E+03    0.10460E+02    0.42647E-01   -0.75119E+01
  1903    0.23434E+03    0.10478E+02    0.42594E-01   -0.76434E+01
  1904    0.23370E+03    0.10496E+02    0.42542E-01   -0.77756E+01
  1905    0.23304E+03    0.10512E+02    0.42489E-01   -0.79098E+01
  1906    0.23241E+03    0.10528E+02    0.42437E-01   -0.80453E+01
  1907    0.23180E+03    0.10543E+02    0.42385E-01   -0.81806E+01
  1908    0.23120E+03    0.10557E+02    0.42333E-01   -0.83180E+01
  1909    0.23059E+03    0.10570E+02    0.42282E-01   -0.84552E+01
  1910    0.23001E+03    0.10583E+02    0.42230E-01   -0.85939E+01
  1911    0.22944E+03    0.10595E+02    0.42179E-01   -0.87340E+01
  1912    0.22888E+03    0.10605E+02    0.42128E-01   -0.88734E+01
  1913    0.22834E+03    0.10615E+02    0.42077E-01   -0.90134E+01
  1914    0.22781E+03    0.10623E+02    0.42026E-01   -0.91543E+01
  1915    0.22729E+03    0.10631E+02    0.41975E-01   -0.92959E+01
  1916    0.22677E+03    0.10638E+02    0.41925E-01   -0.94376E+01
  1917    0.22627E+03    0.10644E+02    0.41875E-01   -0.95802E+01
  1918    0.22578E+03    0.10649E+02    0.41825E-01   -0.97230E+01
  1919    0.22531E+03    0.10653E+02    0.41775E-01   -0.98659E+01
  1920    0.22485E+03    0.10656E+02    0.41725E-01   -0.10009E+02
  1921    0.22439E+03    0.10659E+02    0.41676E-01   -0.10152E+02
  1922    0.22395E+03    0.10660E+02    0.41626E-01   -0.10294E+02
  1923    0.22352E+03    0.10660E+02    0.41577E-01   -0.10437E+02
  1924    0.22309E+03    0.10660E+02    0.41528E-01   -0.10580E+02
  1925    0.22269E+03    0.10657E+02    0.41479E-01   -0.10723E+02
  1926    0.22229E+03    0.10655E+02    0.41431E-01   -0.10865E+02
  1927    0.22189E+03    0.10653E+02    0.41382E-01   -0.11008E+02
  1928    0.22152E+03    0.10649E+02    0.41334E-01   -0.11148E+02
  1929    0.22115E+03    0.10644E+02    0.41286E-01   -0.11289E+02
  1930    0.22080E+03    0.10638E+02    0.41238E-01   -0.11429E+02
  1931    0.22046E+03    0.10630E+02    0.41191E-01   -0.11569E+02
  1932    0.22013E+03    0.10623E+02    0.41143E-01   -0.11708E+02
  1933    0.21981E+03    0.10613E+02    0.41096E-01   -0.11847E+02
  1934    0.21950E+03    0.10604E+02    0.41049E-01   -0.11985E+02
  1935    0.21920E+03    0.10593E+02    0.41002E-01   -0.12121E+02
  1936    0.21891E+03    0.10582E+02    0.40955E-01   -0.12258E+02
  1937    0.21863E+03    0.10568E+02    0.40909E-01   -0.12392E+02
  1938    0.21836E+03    0.10555E+02    0.40863E-01   -0.12526E+02
  1939    0.21810E+03    0.10540E+02    0.40817E-01   -0.12659E+02
  1940    0.21785E+03    0.10525E+02    0.40771E-01   -0.12791E+02
  1941    0.21762E+03    0.10509E+02    0.40725E-01   -0.12922E+02
  1942    0.21738E+03    0.10492E+02    0.40680E-01   -0.13051E+02
  1943    0.21716E+03    0.10474E+02    0.40634E-01   -0.13180E+02
  1944    0.21696E+03    0.10454E+02    0.40589E-01   -0.13307E+02
  1945    0.21675E+03    0.10435E+02    0.40544E-01   -0.13431E+02
  1946    0.21655E+03    0.10414E+02    0.40500E-01   -0.13556E+02
  1947    0.21636E+03    0.10393E+02    0.40455E-01   -0.13678E+02
  1948    0.21619E+03    0.10371E+02    0.40411E-01   -0.13800E+02
  1949    0.21602E+03    0.10347E+02    0.40367E-01   -0.13919E+02
  1950    0.21586E+03    0.10323E+02    0.40323E-01   -0.14037E+02
  1951    0.21572E+03    0.10299E+02    0.40279E-01   -0.14153E+02
  1952    0.21557E+03    0.10273E+02    0.40236E-01   -0.14267E+02
  1953    0.21544E+03    0.10246E+02    0.40193E-01   -0.14380E+02
  1954    0.21532E+03    0.10219E+02    0.40149E-01   -0.14491E+02
  1955    0.21520E+03    0.10191E+02    0.40107E-01   -0.14600E+02
  1956    0.21508E+03    0.10162E+02    0.40064E-01   -0.14707E+02
  1957    0.21501E+03    0.10132E+02    0.40021E-01   -0.14812E+02
  1958    0.21489E+03    0.10101E+02    0.39979E-01   -0.14916E+02
  1959    0.21480E+03    0.10070E+02    0.39937E-01   -0.15017E+02
  1960    0.21472E+03    0.10038E+02    0.39895E-01   -0.15117E+02
  1961    0.21464E+03    0.10006E+02    0.39853E-01   -0.15214E+02
  1962    0.21457E+03    0.99730E+01    0.39812E-01   -0.15309E+02
  1963    0.21451E+03    0.99389E+01    0.39770E-01   -0.15401E+02
  1964    0.21445E+03    0.99043E+01    0.39729E-01   -0.15492E+02
  1965    0.21441E+03    0.98686E+01    0.39688E-01   -0.15580E+02
  1966    0.21436E+03    0.98317E+01    0.39647E-01   -0.15666E+02
  1967    0.21433E+03    0.97951E+01    0.39606E-01   -0.15750E+02
  1968    0.21428E+03    0.97572E+01    0.39566E-01   -0.15831E+02
  1969    0.21426E+03    0.97189E+01    0.39526E-01   -0.15910E+02
  1970    0.21423E+03    0.96816E+01    0.39486E-01   -0.15986E+02
  1971    0.21422E+03    0.96423E+01    0.39446E-01   -0.16060E+02
  1972    0.21420E+03    0.96018E+01    0.39406E-01   -0.16131E+02
  1973    0.21419E+03    0.95623E+01    0.39366E-01   -0.16201E+02
  1974    0.21419E+03    0.95208E+01    0.39327E-01   -0.16268E+02
  1975    0.21419E+03    0.94795E+01    0.39287E-01   -0.16332E+02
  1976    0.21419E+03    0.94370E+01    0.39248E-01   -0.16394E+02
  1977    0.21420E+03    0.93946E+01    0.39209E-01   -0.16453E+02
  1978    0.21420E+03    0.93518E+01    0.39171E-01   -0.16508E+02
  1979    0.21422E+03    0.93083E+01    0.39132E-01   -0.16562E+02
  1980    0.21424E+03    0.92644E+01    0.39093E-01   -0.16613E+02
  1981    0.21426E+03    0.92198E+01    0.39055E-01   -0.16661E+02
  1982    0.21428E+03    0.91747E+01    0.39017E-01   -0.16707E+02
  1983    0.21431E+03    0.91291E+01    0.38979E-01   -0.16751E+02
  1984    0.21434E+03    0.90836E+01    0.38941E-01   -0.16791E+02
  1985    0.21437E+03    0.90367E+01    0.38903E-01   -0.16829E+02
  1986    0.21440E+03    0.89900E+01    0.38865E-01   -0.16864E+02
  1987    0.21443E+03    0.89434E+01    0.38828E-01   -0.16896E+02
  1988    0.21447E+03    0.88962E+01    0.38791E-01   -0.16926E+02
  1989    0.21451E+03    0.88492E+01    0.38753E-01   -0.16951E+02
  1990    0.21455E+03    0.88015E+01    0.38716E-01   -0.16976E+02
  1991    0.21458E+03    0.87524E+01    0.38679E-01   -0.16997E+02
  1992    0.21462E+03    0.87041E+01    0.38642E-01   -0.17016E+02
  1993    0.21466E+03    0.86560E+01    0.38606E-01   -0.17032E+02
  1994    0.21470E+03    0.86064E+01    0.38569E-01   -0.17045E+02
  1995    0.21475E+03    0.85569E+01    0.38532E-01   -0.17056E+02
  1996    0.21479E+03    0.85067E+01    0.38496E-01   -0.17063E+02
  1997    0.21483E+03    0.84566E+01    0.38460E-01   -0.17067E+02
  1998    0.21487E+03    0.84072E+01    0.38423E-01   -0.17069E+02
  1999    0.21491E+03    0.83564E+01    0.38387E-01   -0.17069E+02
  2000    0.21495E+03    0.83063E+01    0.38351E-01   -0.17065E+02
  2001    0.21499E+03    0.82563E+01    0.38316E-01   -0.17059E+02
  2002    0.21503E+03    0.82055E+01    0.38280E-01   -0.17050E+02
  2003    0.21507E+03    0.81548E+01    0.38244E-01   -0.17039E+02
  2004    0.21511E+03    0.81040E+01    0.38208E-01   -0.17024E+02
  2005    0.21514E+03    0.80524E+01    0.38173E-01   -0.17007E+02
  2006    0.21518E+03    0.80024E+01    0.38137E-01   -0.16988E+02
  2007    0.21521E+03    0.79508E+01    0.38102E-01   -0.16965E+02
  2008    0.21524E+03    0.78992E+01    0.38067E-01   -0.16941E+02
  2009    0.21528E+03    0.78482E+01    0.38031E-01   -0.16912E+02
  2010    0.21529E+03    0.77973E+01    0.37996E-01   -0.16882E+02
  2011    0.21532E+03    0.77455E+01    0.37961E-01   -0.16849E+02
  2012    0.21534E+03    0.76944E+01    0.37926E-01   -0.16814E+02
  2013    0.21535E+03    0.76425E+01    0.37891E-01   -0.16776E+02
  2014    0.21537E+03    0.75920E+01    0.37856E-01   -0.16735E+02
  2015    0.21539E+03    0.75407E+01    0.37822E-01   -0.16693E+02
  2016    0.21541E+03    0.74900E+01    0.37787E-01   -0.16647E+02
  2017    0.21541E+03    0.74392E+01    0.37752E-01   -0.16599E+02
  2018    0.21541E+03    0.73885E+01    0.37717E-01   -0.16549E+02
  2019    0.21540E+03    0.73377E+01    0.37683E-01   -0.16495E+02
  2020    0.21540E+03    0.72871E+01    0.37648E-01   -0.16440E+02
  2021    0.21540E+03    0.72370E+01    0.37614E-01   -0.16382E+02
  2022    0.21538E+03    0.71869E+01    0.37579E-01   -0.16322E+02
  2023    0.21536E+03    0.71370E+01    0.37545E-01   -0.16259E+02
  2024    0.21535E+03    0.70873E+01    0.37510E-01   -0.16195E+02
  2025    0.21531E+03    0.70377E+01    0.37476E-01   -0.16128E+02
  2026    0.21528E+03    0.69884E+01    0.37442E-01   -0.16059E+02
  2027    0.21525E+03    0.69394E+01    0.37407E-01   -0.15987E+02
  2028    0.21520E+03    0.68906E+01    0.37373E-01   -0.15913E+02
  2029    0.21516E+03    0.68421E+01    0.37339E-01   -0.15837E+02
  2030    0.21511E+03    0.67939E+01    0.37304E-01   -0.15760E+02
  2031    0.21505E+03    0.67459E+01    0.37270E-01   -0.15680E+02
  2032    0.21499E+03    0.66982E+01    0.37236E-01   -0.15598E+02
  2033    0.21492E+03    0.66510E+01    0.37202E-01   -0.15514E+02
  2034    0.21486E+03    0.66041E+01    0.37167E-01   -0.15428E+02
  2035    0.21477E+03    0.65574E+01    0.37133E-01   -0.15339E+02
  2036    0.21468E+03    0.65112E+01    0.37099E-01   -0.15250E+02
  2037    0.21460E+03    0.64653E+01    0.37065E-01   -0.15158E+02
  2038    0.21449E+03    0.64198E+01    0.37031E-01   -0.15065E+02
  2039    0.21439E+03    0.63747E+01    0.36996E-01   -0.14968E+02
  2040    0.21429E+03    0.63300E+01    0.36962E-01   -0.14871E+02
  2041    0.21417E+03    0.62857E+01    0.36928E-01   -0.14772E+02
  2042    0.21405E+03    0.62418E+01    0.36894E-01   -0.14672E+02
  2043    0.21392E+03    0.61984E+01    0.36859E-01   -0.14569E+02
  2044    0.21380E+03    0.61554E+01    0.36825E-01   -0.14465E+02
  2045    0.21366E+03    0.61129E+01    0.36791E-01   -0.14360E+02
  2046    0.21352E+03    0.60708E+01    0.36756E-01   -0.14253E+02
  2047    0.21336E+03    0.60291E+01    0.36722E-01   -0.14145E+02
  2048    0.21320E+03    0.59880E+01    0.36688E-01   -0.14034E+02
  2049    0.21304E+03    0.59474E+01    0.36653E-01   -0.13924E+02
  2050    0.21287E+03    0.59073E+01    0.36619E-01   -0.13810E+02
  2051    0.21268E+03    0.58677E+01    0.36584E-01   -0.13697E+02
  2052    0.21250E+03    0.58286E+01    0.36550E-01   -0.13582E+02
  2053    0.21230E+03    0.57900E+01    0.36515E-01   -0.13464E+02
  2054    0.21210E+03    0.57520E+01    0.36481E-01   -0.13347E+02
  2055    0.21189E+03    0.57144E+01    0.36446E-01   -0.13228E+02
  2056    0.21167E+03    0.56775E+01    0.36412E-01   -0.13108E+02
  2057    0.21146E+03    0.56412E+01    0.36377E-01   -0.12987E+02
  2058    0.21123E+03    0.56053E+01    0.36342E-01   -0.12866E+02
  2059    0.21100E+03    0.55701E+01    0.36307E-01   -0.12742E+02
  2060    0.21075E+03    0.55353E+01    0.36272E-01   -0.12618E+02
  2061    0.21051E+03    0.55012E+01    0.36237E-01   -0.12493E+02
  2062    0.21025E+03    0.54677E+01    0.36202E-01   -0.12367E+02
  2063    0.20999E+03    0.54348E+01    0.36167E-01   -0.12240E+02
  2064    0.20972E+03    0.54025E+01    0.36132E-01   -0.12113E+02
  2065    0.20944E+03    0.53708E+01    0.36097E-01   -0.11985E+02
  2066    0.20916E+03    0.53397E+01    0.36062E-01   -0.11857E+02
  2067    0.20886E+03    0.53092E+01    0.36027E-01   -0.11728E+02
  2068    0.20856E+03    0.52793E+01    0.35991E-01   -0.11599E+02
  2069    0.20826E+03    0.52501E+01    0.35956E-01   -0.11468E+02
  2070    0.20794E+03    0.52215E+01    0.35921E-01   -0.11338E+02
  2071    0.20761E+03    0.51936E+01    0.35885E-01   -0.11207E+02
  2072    0.20729E+03    0.51663E+01    0.35849E-01   -0.11076E+02
  2073    0.20695E+03    0.51396E+01    0.35814E-01   -0.10945E+02
  2074    0.20661E+03    0.51135E+01    0.35778E-01   -0.10813E+02
  2075    0.20626E+03    0.50881E+01    0.35742E-01   -0.10681E+02
  2076    0.20590E+03    0.50633E+01    0.35706E-01   -0.10548E+02
  2077    0.20554E+03    0.50393E+01    0.35670E-01   -0.10417E+02
  2078    0.20517E+03    0.50158E+01    0.35634E-01   -0.10284E+02
  2079    0.20477E+03    0.49930E+01    0.35598E-01   -0.10152E+02
  2080    0.20440E+03    0.49708E+01    0.35562E-01   -0.10019E+02
  2081    0.20400E+03    0.49494E+01    0.35526E-01   -0.98868E+01
  2082    0.20360E+03    0.49285E+01    0.35489E-01   -0.97539E+01
  2083    0.20320E+03    0.49084E+01    0.35453E-01   -0.96230E+01
  2084    0.20278E+03    0.48889E+01    0.35416E-01   -0.94911E+01
  2085    0.20237E+03    0.48700E+01    0.35380E-01   -0.93588E+01
  2086    0.20194E+03    0.48519E+01    0.35343E-01   -0.92269E+01
  2087    0.20151E+03    0.48343E+01    0.35306E-01   -0.90962E+01
  2088    0.20106E+03    0.48175E+01    0.35270E-01   -0.89657E+01
  2089    0.20062E+03    0.48013E+01    0.35233E-01   -0.88349E+01
  2090    0.20016E+03    0.47857E+01    0.35196E-01   -0.87051E+01
  2091    0.19971E+03    0.47708E+01    0.35159E-01   -0.85756E+01
  2092    0.19924E+03    0.47565E+01    0.35121E-01   -0.84471E+01
  2093    0.19876E+03    0.47428E+01    0.35084E-01   -0.83173E+01
  2094    0.19829E+03    0.47299E+01    0.35047E-01   -0.81893E+01
  2095    0.19781E+03    0.47175E+01    0.35010E-01   -0.80621E+01
  2096    0.19731E+03    0.47059E+01    0.34972E-01   -0.79361E+01
  2097    0.19682E+03    0.46948E+01    0.34934E-01   -0.78101E+01
  2098    0.19632E+03    0.46844E+01    0.34897E-01   -0.76853E+01
  2099    0.19581E+03    0.46746E+01    0.34859E-01   -0.75602E+01
  2100    0.19530E+03    0.46655E+01    0.34821E-01   -0.74371E+01
  2101    0.19478E+03    0.46570E+01    0.34783E-01   -0.73144E+01
  2102    0.19425E+03    0.46490E+01    0.34745E-01   -0.71925E+01
  2103    0.19372E+03    0.46417E+01    0.34707E-01   -0.70715E+01
  2104    0.19319E+03    0.46350E+01    0.34669E-01   -0.69515E+01
  2105    0.19264E+03    0.46289E+01    0.34631E-01   -0.68325E+01
  2106    0.19209E+03    0.46234E+01    0.34593E-01   -0.67145E+01
  2107    0.19154E+03    0.46185E+01    0.34554E-01   -0.65975E+01
  2108    0.19098E+03    0.46142E+01    0.34516E-01   -0.64817E+01
  2109    0.19042E+03    0.46104E+01    0.34477E-01   -0.63669E+01
  2110    0.18986E+03    0.46073E+01    0.34439E-01   -0.62533E+01
  2111    0.18928E+03    0.46046E+01    0.34400E-01   -0.61409E+01
  2112    0.18871E+03    0.46026E+01    0.34361E-01   -0.60296E+01
  2113    0.18812E+03    0.46010E+01    0.34322E-01   -0.59197E+01
  2114    0.18754E+03    0.46000E+01    0.34284E-01   -0.58111E+01
  2115    0.18695E+03    0.45996E+01    0.34245E-01   -0.57037E+01
  2116    0.18637E+03    0.45998E+01    0.34205E-01   -0.55977E+01
  2117    0.18577E+03    0.46008E+01    0.34166E-01   -0.54932E+01
  2118    0.18517E+03    0.46019E+01    0.34127E-01   -0.53899E+01
  2119    0.18456E+03    0.46037E+01    0.34088E-01   -0.52881E+01
  2120    0.18395E+03    0.46058E+01    0.34048E-01   -0.51876E+01
  2121    0.18334E+03    0.46087E+01    0.34009E-01   -0.50888E+01
  2122    0.18272E+03    0.46119E+01    0.33970E-01   -0.49914E+01
  2123    0.18210E+03    0.46156E+01    0.33930E-01   -0.48956E+01
  2124    0.18149E+03    0.46197E+01    0.33890E-01   -0.48012E+01
  2125    0.18086E+03    0.46244E+01    0.33851E-01   -0.47084E+01
  2126    0.18023E+03    0.46294E+01    0.33811E-01   -0.46171E+01
  2127    0.17960E+03    0.46350E+01    0.33771E-01   -0.45276E+01
  2128    0.17897E+03    0.46410E+01    0.33731E-01   -0.44396E+01
  2129    0.17833E+03    0.46473E+01    0.33691E-01   -0.43532E+01
  2130    0.17770E+03    0.46541E+01    0.33651E-01   -0.42685E+01
  2131    0.17706E+03    0.46615E+01    0.33611E-01   -0.41855E+01
  2132    0.17642E+03    0.46691E+01    0.33571E-01   -0.41041E+01
  2133    0.17578E+03    0.46772E+01    0.33531E-01   -0.40246E+01
  2134    0.17513E+03    0.46857E+01    0.33490E-01   -0.39467E+01
  2135    0.17448E+03    0.46946E+01    0.33450E-01   -0.38704E+01
  2136    0.17383E+03    0.47036E+01    0.33410E-01   -0.37961E+01
  2137    0.17318E+03    0.47133E+01    0.33369E-01   -0.37234E+01
  2138    0.17253E+03    0.47232E+01    0.33329E-01   -0.36526E+01
  2139    0.17188E+03    0.47334E+01    0.33288E-01   -0.35835E+01
  2140    0.17122E+03    0.47440E+01    0.33248E-01   -0.35161E+01
  2141    0.17057E+03    0.47548E+01    0.33207E-01   -0.34506E+01
  2142    0.16991E+03    0.47660E+01    0.33167E-01   -0.33869E+01
  2143    0.16924E+03    0.47775E+01    0.33126E-01   -0.33251E+01
  2144    0.16858E+03    0.47893E+01    0.33085E-01   -0.32650E+01
  2145    0.16792E+03    0.48014E+01    0.33045E-01   -0.32069E+01
  2146    0.16726E+03    0.48136E+01    0.33004E-01   -0.31505E+01
  2147    0.16659E+03    0.48262E+01    0.32963E-01   -0.30960E+01
  2148    0.16594E+03    0.48391E+01    0.32922E-01   -0.30433E+01
  2149    0.16529E+03    0.48523E+01    0.32881E-01   -0.29925E+01
  2150    0.16462E+03    0.48656E+01    0.32840E-01   -0.29435E+01
  2151    0.16396E+03    0.48791E+01    0.32799E-01   -0.28964E+01
  2152    0.16330E+03    0.48929E+01    0.32758E-01   -0.28511E+01
  2153    0.16264E+03    0.49069E+01    0.32717E-01   -0.28078E+01
  2154    0.16198E+03    0.49210E+01    0.32676E-01   -0.27662E+01
  2155    0.16132E+03    0.49353E+01    0.32635E-01   -0.27265E+01
  2156    0.16066E+03    0.49498E+01    0.32594E-01   -0.26887E+01
  2157    0.16001E+03    0.49644E+01    0.32553E-01   -0.26527E+01
