#    L    TT             EE             BB             TE             PP             TP             EP          
   229    0.55619E+04    0.11010E+01    0.00000E+00    0.28673E+02    0.43797E-07    0.11325E-03    0.92569E-07
   230    0.55563E+04    0.11393E+01    0.00000E+00    0.30304E+02    0.43584E-07    0.11230E-03    0.10592E-06
   231    0.55501E+04    0.11794E+01    0.00000E+00    0.31940E+02    0.43372E-07    0.11136E-03    0.11920E-06
   232    0.55433E+04    0.12213E+01    0.00000E+00    0.33580E+02    0.43162E-07    0.11043E-03    0.13242E-06
   233    0.55360E+04    0.12652E+01    0.00000E+00    0.35222E+02    0.42953E-07    0.10950E-03    0.14556E-06
   234    0.55279E+04    0.13109E+01    0.00000E+00    0.36867E+02    0.42746E-07    0.10858E-03    0.15862E-06
   235    0.55193E+04    0.13585E+01    0.00000E+00    0.38513E+02    0.42541E-07    0.10767E-03    0.17162E-06
   236    0.55100E+04    0.14080E+01    0.00000E+00    0.40161E+02    0.42337E-07    0.10676E-03    0.18455E-06
   237    0.55001E+04    0.14594E+01    0.00000E+00    0.41809E+02    0.42135E-07    0.10586E-03    0.19740E-06
   238    0.54897E+04    0.15129E+01    0.00000E+00    0.43456E+02    0.41934E-07    0.10497E-03    0.21019E-06
   239    0.54787E+04    0.15683E+01    0.00000E+00    0.45103E+02    0.41735E-07    0.10409E-03    0.22291E-06
   240    0.54670E+04    0.16257E+01    0.00000E+00    0.46746E+02    0.41538E-07    0.10321E-03    0.23555E-06
   241    0.54548E+04    0.16851E+01    0.00000E+00    0.48388E+02    0.41342E-07    0.10234E-03    0.24813E-06
   242    0.54420E+04    0.17465E+01    0.00000E+00    0.50026E+02    0.41147E-07    0.10148E-03    0.26064E-06
   243    0.54287E+04    0.18101E+01    0.00000E+00    0.51660E+02    0.40954E-07    0.10062E-03    0.27307E-06
   244    0.54147E+04    0.18757E+01    0.00000E+00    0.53290E+02    0.40762E-07    0.99771E-04    0.28544E-06
   245    0.54002E+04    0.19433E+01    0.00000E+00    0.54914E+02    0.40572E-07    0.98929E-04    0.29774E-06
   246    0.53852E+04    0.20131E+01    0.00000E+00    0.56532E+02    0.40383E-07    0.98093E-04    0.30997E-06
   247    0.53696E+04    0.20849E+01    0.00000E+00    0.58143E+02    0.40196E-07    0.97264E-04    0.32213E-06
   248    0.53534E+04    0.21592E+01    0.00000E+00    0.59747E+02    0.40009E-07    0.96441E-04    0.33422E-06
   249    0.53368E+04    0.22353E+01    0.00000E+00    0.61342E+02    0.39825E-07    0.95625E-04    0.34625E-06
   250    0.53196E+04    0.23137E+01    0.00000E+00    0.62928E+02    0.39641E-07    0.94816E-04    0.35820E-06
   251    0.53019E+04    0.23942E+01    0.00000E+00    0.64505E+02    0.39459E-07    0.94013E-04    0.37009E-06
   252    0.52836E+04    0.24769E+01    0.00000E+00    0.66072E+02    0.39278E-07    0.93216E-04    0.38191E-06
   253    0.52650E+04    0.25616E+01    0.00000E+00    0.67626E+02    0.39098E-07    0.92426E-04    0.39367E-06
   254    0.52458E+04    0.26487E+01    0.00000E+00    0.69170E+02    0.38920E-07    0.91642E-04    0.40535E-06
   255    0.52260E+04    0.27378E+01    0.00000E+00    0.70701E+02    0.38743E-07    0.90865E-04    0.41698E-06
   256    0.52059E+04    0.28293E+01    0.00000E+00    0.72220E+02    0.38567E-07    0.90093E-04    0.42854E-06
   257    0.51852E+04    0.29228E+01    0.00000E+00    0.73720E+02    0.38393E-07    0.89328E-04    0.44003E-06
   258    0.51641E+04    0.30186E+01    0.00000E+00    0.75212E+02    0.38219E-07    0.88569E-04    0.45146E-06
   259    0.51425E+04    0.31166E+01    0.00000E+00    0.76683E+02    0.38047E-07    0.87815E-04    0.46283E-06
   260    0.51205E+04    0.32167E+01    0.00000E+00    0.78146E+02    0.37876E-07    0.87068E-04    0.47414E-06
   261    0.50981E+04    0.33190E+01    0.00000E+00    0.79579E+02    0.37707E-07    0.86327E-04    0.48539E-06
   262    0.50751E+04    0.34236E+01    0.00000E+00    0.81005E+02    0.37538E-07    0.85591E-04    0.49657E-06
   263    0.50519E+04    0.35303E+01    0.00000E+00    0.82417E+02    0.37371E-07    0.84862E-04    0.50770E-06
   264    0.50282E+04    0.36393E+01    0.00000E+00    0.83806E+02    0.37205E-07    0.84138E-04    0.51877E-06
   265    0.50039E+04    0.37503E+01    0.00000E+00    0.85166E+02    0.37040E-07    0.83419E-04    0.52978E-06
   266    0.49793E+04    0.38636E+01    0.00000E+00    0.86519E+02    0.36876E-07    0.82707E-04    0.54073E-06
   267    0.49543E+04    0.39789E+01    0.00000E+00    0.87843E+02    0.36713E-07    0.82000E-04    0.55163E-06
   268    0.49288E+04    0.40966E+01    0.00000E+00    0.89151E+02    0.36552E-07    0.81298E-04    0.56246E-06
   269    0.49028E+04    0.42163E+01    0.00000E+00    0.90438E+02    0.36391E-07    0.80602E-04    0.57325E-06
   270    0.48767E+04    0.43381E+01    0.00000E+00    0.91703E+02    0.36232E-07    0.79911E-04    0.58398E-06
   271    0.48500E+04    0.44620E+01    0.00000E+00    0.92946E+02    0.36073E-07    0.79226E-04    0.59465E-06
   272    0.48232E+04    0.45881E+01    0.00000E+00    0.94159E+02    0.35916E-07    0.78546E-04    0.60527E-06
   273    0.47959E+04    0.47161E+01    0.00000E+00    0.95358E+02    0.35760E-07    0.77871E-04    0.61584E-06
   274    0.47683E+04    0.48464E+01    0.00000E+00    0.96520E+02    0.35605E-07    0.77201E-04    0.62636E-06
   275    0.47403E+04    0.49785E+01    0.00000E+00    0.97668E+02    0.35451E-07    0.76536E-04    0.63682E-06
   276    0.47121E+04    0.51126E+01    0.00000E+00    0.98779E+02    0.35298E-07    0.75877E-04    0.64724E-06
   277    0.46835E+04    0.52488E+01    0.00000E+00    0.99875E+02    0.35146E-07    0.75222E-04    0.65761E-06
   278    0.46546E+04    0.53869E+01    0.00000E+00    0.10093E+03    0.34996E-07    0.74572E-04    0.66792E-06
   279    0.46254E+04    0.55270E+01    0.00000E+00    0.10196E+03    0.34846E-07    0.73928E-04    0.67819E-06
   280    0.45960E+04    0.56689E+01    0.00000E+00    0.10298E+03    0.34697E-07    0.73288E-04    0.68841E-06
   281    0.45664E+04    0.58129E+01    0.00000E+00    0.10396E+03    0.34549E-07    0.72653E-04    0.69858E-06
   282    0.45363E+04    0.59585E+01    0.00000E+00    0.10491E+03    0.34402E-07    0.72022E-04    0.70871E-06
   283    0.45061E+04    0.61060E+01    0.00000E+00    0.10583E+03    0.34256E-07    0.71396E-04    0.71879E-06
   284    0.44757E+04    0.62553E+01    0.00000E+00    0.10672E+03    0.34111E-07    0.70775E-04    0.72882E-06
   285    0.44451E+04    0.64065E+01    0.00000E+00    0.10758E+03    0.33967E-07    0.70159E-04    0.73881E-06
   286    0.44142E+04    0.65593E+01    0.00000E+00    0.10841E+03    0.33824E-07    0.69546E-04    0.74876E-06
   287    0.43830E+04    0.67138E+01    0.00000E+00    0.10921E+03    0.33682E-07    0.68939E-04    0.75866E-06
   288    0.43517E+04    0.68700E+01    0.00000E+00    0.10998E+03    0.33541E-07    0.68335E-04    0.76853E-06
   289    0.43202E+04    0.70278E+01    0.00000E+00    0.11072E+03    0.33401E-07    0.67736E-04    0.77835E-06
   290    0.42885E+04    0.71871E+01    0.00000E+00    0.11143E+03    0.33261E-07    0.67142E-04    0.78812E-06
   291    0.42567E+04    0.73486E+01    0.00000E+00    0.11209E+03    0.33123E-07    0.66551E-04    0.79786E-06
   292    0.42244E+04    0.75111E+01    0.00000E+00    0.11273E+03    0.32985E-07    0.65965E-04    0.80756E-06
   293    0.41923E+04    0.76744E+01    0.00000E+00    0.11333E+03    0.32849E-07    0.65383E-04    0.81722E-06
   294    0.41599E+04    0.78399E+01    0.00000E+00    0.11391E+03    0.32713E-07    0.64804E-04    0.82685E-06
   295    0.41276E+04    0.80061E+01    0.00000E+00    0.11444E+03    0.32578E-07    0.64230E-04    0.83643E-06
   296    0.40949E+04    0.81745E+01    0.00000E+00    0.11495E+03    0.32444E-07    0.63660E-04    0.84598E-06
   297    0.40622E+04    0.83428E+01    0.00000E+00    0.11542E+03    0.32310E-07    0.63093E-04    0.85549E-06
   298    0.40293E+04    0.85134E+01    0.00000E+00    0.11585E+03    0.32178E-07    0.62531E-04    0.86497E-06
   299    0.39964E+04    0.86855E+01    0.00000E+00    0.11625E+03    0.32046E-07    0.61972E-04    0.87441E-06
   300    0.39633E+04    0.88575E+01    0.00000E+00    0.11661E+03    0.31915E-07    0.61417E-04    0.88382E-06
   301    0.39302E+04    0.90310E+01    0.00000E+00    0.11693E+03    0.31785E-07    0.60865E-04    0.89319E-06
   302    0.38970E+04    0.92052E+01    0.00000E+00    0.11723E+03    0.31656E-07    0.60317E-04    0.90253E-06
   303    0.38638E+04    0.93809E+01    0.00000E+00    0.11749E+03    0.31527E-07    0.59773E-04    0.91182E-06
   304    0.38305E+04    0.95580E+01    0.00000E+00    0.11770E+03    0.31399E-07    0.59232E-04    0.92107E-06
   305    0.37973E+04    0.97352E+01    0.00000E+00    0.11789E+03    0.31272E-07    0.58696E-04    0.93026E-06
   306    0.37639E+04    0.99131E+01    0.00000E+00    0.11803E+03    0.31146E-07    0.58162E-04    0.93939E-06
   307    0.37305E+04    0.10092E+02    0.00000E+00    0.11813E+03    0.31020E-07    0.57633E-04    0.94846E-06
   308    0.36972E+04    0.10272E+02    0.00000E+00    0.11822E+03    0.30896E-07    0.57107E-04    0.95746E-06
   309    0.36639E+04    0.10453E+02    0.00000E+00    0.11825E+03    0.30772E-07    0.56585E-04    0.96639E-06
   310    0.36305E+04    0.10633E+02    0.00000E+00    0.11825E+03    0.30648E-07    0.56066E-04    0.97524E-06
   311    0.35973E+04    0.10815E+02    0.00000E+00    0.11820E+03    0.30526E-07    0.55551E-04    0.98401E-06
   312    0.35640E+04    0.10996E+02    0.00000E+00    0.11813E+03    0.30404E-07    0.55040E-04    0.99269E-06
   313    0.35308E+04    0.11179E+02    0.00000E+00    0.11801E+03    0.30283E-07    0.54532E-04    0.10013E-05
   314    0.34977E+04    0.11362E+02    0.00000E+00    0.11787E+03    0.30163E-07    0.54029E-04    0.10098E-05
   315    0.34646E+04    0.11544E+02    0.00000E+00    0.11768E+03    0.30043E-07    0.53528E-04    0.10182E-05
   316    0.34316E+04    0.11727E+02    0.00000E+00    0.11745E+03    0.29924E-07    0.53032E-04    0.10264E-05
   317    0.33987E+04    0.11909E+02    0.00000E+00    0.11718E+03    0.29806E-07    0.52539E-04    0.10346E-05
   318    0.33659E+04    0.12093E+02    0.00000E+00    0.11688E+03    0.29688E-07    0.52050E-04    0.10427E-05
   319    0.33332E+04    0.12276E+02    0.00000E+00    0.11655E+03    0.29571E-07    0.51565E-04    0.10506E-05
   320    0.33006E+04    0.12459E+02    0.00000E+00    0.11618E+03    0.29455E-07    0.51083E-04    0.10584E-05
   321    0.32681E+04    0.12643E+02    0.00000E+00    0.11577E+03    0.29339E-07    0.50605E-04    0.10661E-05
   322    0.32358E+04    0.12825E+02    0.00000E+00    0.11532E+03    0.29224E-07    0.50131E-04    0.10736E-05
   323    0.32036E+04    0.13008E+02    0.00000E+00    0.11484E+03    0.29110E-07    0.49661E-04    0.10810E-05
   324    0.31716E+04    0.13191E+02    0.00000E+00    0.11431E+03    0.28997E-07    0.49194E-04    0.10882E-05
   325    0.31397E+04    0.13371E+02    0.00000E+00    0.11376E+03    0.28884E-07    0.48731E-04    0.10953E-05
   326    0.31080E+04    0.13553E+02    0.00000E+00    0.11316E+03    0.28771E-07    0.48271E-04    0.11022E-05
   327    0.30764E+04    0.13734E+02    0.00000E+00    0.11253E+03    0.28660E-07    0.47816E-04    0.11090E-05
   328    0.30451E+04    0.13913E+02    0.00000E+00    0.11187E+03    0.28549E-07    0.47364E-04    0.11156E-05
   329    0.30140E+04    0.14093E+02    0.00000E+00    0.11117E+03    0.28438E-07    0.46916E-04    0.11220E-05
   330    0.29830E+04    0.14271E+02    0.00000E+00    0.11043E+03    0.28329E-07    0.46471E-04    0.11283E-05
   331    0.29524E+04    0.14448E+02    0.00000E+00    0.10966E+03    0.28219E-07    0.46031E-04    0.11344E-05
   332    0.29218E+04    0.14625E+02    0.00000E+00    0.10886E+03    0.28111E-07    0.45594E-04    0.11403E-05
   333    0.28916E+04    0.14801E+02    0.00000E+00    0.10802E+03    0.28003E-07    0.45161E-04    0.11460E-05
   334    0.28616E+04    0.14976E+02    0.00000E+00    0.10715E+03    0.27896E-07    0.44731E-04    0.11515E-05
   335    0.28317E+04    0.15149E+02    0.00000E+00    0.10624E+03    0.27789E-07    0.44306E-04    0.11568E-05
   336    0.28021E+04    0.15321E+02    0.00000E+00    0.10530E+03    0.27683E-07    0.43884E-04    0.11618E-05
   337    0.27729E+04    0.15493E+02    0.00000E+00    0.10431E+03    0.27577E-07    0.43466E-04    0.11667E-05
   338    0.27438E+04    0.15662E+02    0.00000E+00    0.10331E+03    0.27472E-07    0.43051E-04    0.11714E-05
   339    0.27151E+04    0.15832E+02    0.00000E+00    0.10226E+03    0.27368E-07    0.42641E-04    0.11758E-05
   340    0.26866E+04    0.15999E+02    0.00000E+00    0.10120E+03    0.27264E-07    0.42234E-04    0.11800E-05
   341    0.26584E+04    0.16164E+02    0.00000E+00    0.10009E+03    0.27161E-07    0.41831E-04    0.11840E-05
   342    0.26305E+04    0.16329E+02    0.00000E+00    0.98950E+02    0.27058E-07    0.41431E-04    0.11878E-05
   343    0.26029E+04    0.16491E+02    0.00000E+00    0.97782E+02    0.26956E-07    0.41036E-04    0.11913E-05
   344    0.25757E+04    0.16652E+02    0.00000E+00    0.96584E+02    0.26854E-07    0.40644E-04    0.11945E-05
   345    0.25486E+04    0.16810E+02    0.00000E+00    0.95356E+02    0.26753E-07    0.40256E-04    0.11976E-05
   346    0.25220E+04    0.16968E+02    0.00000E+00    0.94107E+02    0.26653E-07    0.39872E-04    0.12003E-05
   347    0.24956E+04    0.17123E+02    0.00000E+00    0.92820E+02    0.26553E-07    0.39492E-04    0.12028E-05
   348    0.24696E+04    0.17276E+02    0.00000E+00    0.91504E+02    0.26453E-07    0.39115E-04    0.12050E-05
   349    0.24439E+04    0.17427E+02    0.00000E+00    0.90159E+02    0.26354E-07    0.38742E-04    0.12070E-05
   350    0.24186E+04    0.17575E+02    0.00000E+00    0.88791E+02    0.26256E-07    0.38373E-04    0.12087E-05
   351    0.23937E+04    0.17722E+02    0.00000E+00    0.87394E+02    0.26158E-07    0.38008E-04    0.12101E-05
   352    0.23690E+04    0.17867E+02    0.00000E+00    0.85967E+02    0.26060E-07    0.37647E-04    0.12112E-05
   353    0.23448E+04    0.18009E+02    0.00000E+00    0.84525E+02    0.25963E-07    0.37289E-04    0.12121E-05
   354    0.23208E+04    0.18149E+02    0.00000E+00    0.83046E+02    0.25867E-07    0.36935E-04    0.12127E-05
   355    0.22973E+04    0.18286E+02    0.00000E+00    0.81545E+02    0.25771E-07    0.36584E-04    0.12132E-05
   356    0.22741E+04    0.18422E+02    0.00000E+00    0.80030E+02    0.25675E-07    0.36236E-04    0.12134E-05
   357    0.22513E+04    0.18554E+02    0.00000E+00    0.78484E+02    0.25580E-07    0.35892E-04    0.12134E-05
   358    0.22290E+04    0.18683E+02    0.00000E+00    0.76924E+02    0.25486E-07    0.35551E-04    0.12133E-05
   359    0.22069E+04    0.18809E+02    0.00000E+00    0.75334E+02    0.25391E-07    0.35213E-04    0.12129E-05
   360    0.21853E+04    0.18934E+02    0.00000E+00    0.73725E+02    0.25298E-07    0.34878E-04    0.12125E-05
   361    0.21640E+04    0.19055E+02    0.00000E+00    0.72094E+02    0.25205E-07    0.34545E-04    0.12119E-05
   362    0.21432E+04    0.19174E+02    0.00000E+00    0.70442E+02    0.25112E-07    0.34216E-04    0.12112E-05
   363    0.21227E+04    0.19290E+02    0.00000E+00    0.68772E+02    0.25020E-07    0.33889E-04    0.12103E-05
   364    0.21027E+04    0.19402E+02    0.00000E+00    0.67081E+02    0.24928E-07    0.33565E-04    0.12094E-05
   365    0.20831E+04    0.19512E+02    0.00000E+00    0.65374E+02    0.24837E-07    0.33243E-04    0.12084E-05
   366    0.20639E+04    0.19619E+02    0.00000E+00    0.63649E+02    0.24746E-07    0.32924E-04    0.12074E-05
   367    0.20451E+04    0.19722E+02    0.00000E+00    0.61907E+02    0.24656E-07    0.32607E-04    0.12063E-05
   368    0.20266E+04    0.19822E+02    0.00000E+00    0.60150E+02    0.24566E-07    0.32292E-04    0.12052E-05
   369    0.20087E+04    0.19920E+02    0.00000E+00    0.58376E+02    0.24476E-07    0.31979E-04    0.12040E-05
   370    0.19912E+04    0.20014E+02    0.00000E+00    0.56590E+02    0.24387E-07    0.31668E-04    0.12029E-05
   371    0.19740E+04    0.20104E+02    0.00000E+00    0.54789E+02    0.24299E-07    0.31359E-04    0.12017E-05
   372    0.19573E+04    0.20191E+02    0.00000E+00    0.52975E+02    0.24211E-07    0.31052E-04    0.12006E-05
   373    0.19410E+04    0.20275E+02    0.00000E+00    0.51148E+02    0.24123E-07    0.30747E-04    0.11996E-05
   374    0.19252E+04    0.20356E+02    0.00000E+00    0.49310E+02    0.24036E-07    0.30444E-04    0.11986E-05
   375    0.19097E+04    0.20433E+02    0.00000E+00    0.47462E+02    0.23949E-07    0.30142E-04    0.11976E-05
   376    0.18947E+04    0.20507E+02    0.00000E+00    0.45603E+02    0.23862E-07    0.29841E-04    0.11968E-05
   377    0.18802E+04    0.20577E+02    0.00000E+00    0.43736E+02    0.23776E-07    0.29542E-04    0.11960E-05
   378    0.18661E+04    0.20643E+02    0.00000E+00    0.41858E+02    0.23691E-07    0.29244E-04    0.11954E-05
   379    0.18524E+04    0.20706E+02    0.00000E+00    0.39975E+02    0.23606E-07    0.28947E-04    0.11949E-05
   380    0.18392E+04    0.20767E+02    0.00000E+00    0.38083E+02    0.23521E-07    0.28651E-04    0.11945E-05
   381    0.18264E+04    0.20821E+02    0.00000E+00    0.36186E+02    0.23437E-07    0.28356E-04    0.11943E-05
   382    0.18139E+04    0.20873E+02    0.00000E+00    0.34283E+02    0.23353E-07    0.28063E-04    0.11942E-05
   383    0.18020E+04    0.20921E+02    0.00000E+00    0.32375E+02    0.23269E-07    0.27769E-04    0.11944E-05
   384    0.17905E+04    0.20965E+02    0.00000E+00    0.30464E+02    0.23186E-07    0.27477E-04    0.11947E-05
   385    0.17794E+04    0.21006E+02    0.00000E+00    0.28549E+02    0.23104E-07    0.27185E-04    0.11953E-05
   386    0.17688E+04    0.21043E+02    0.00000E+00    0.26632E+02    0.23021E-07    0.26894E-04    0.11961E-05
   387    0.17586E+04    0.21076E+02    0.00000E+00    0.24714E+02    0.22939E-07    0.26603E-04    0.11972E-05
   388    0.17487E+04    0.21105E+02    0.00000E+00    0.22795E+02    0.22858E-07    0.26313E-04    0.11985E-05
   389    0.17394E+04    0.21128E+02    0.00000E+00    0.20875E+02    0.22777E-07    0.26022E-04    0.12001E-05
   390    0.17305E+04    0.21151E+02    0.00000E+00    0.18958E+02    0.22696E-07    0.25732E-04    0.12019E-05
   391    0.17220E+04    0.21168E+02    0.00000E+00    0.17041E+02    0.22616E-07    0.25442E-04    0.12041E-05
   392    0.17139E+04    0.21183E+02    0.00000E+00    0.15127E+02    0.22536E-07    0.25152E-04    0.12066E-05
   393    0.17063E+04    0.21193E+02    0.00000E+00    0.13215E+02    0.22456E-07    0.24862E-04    0.12094E-05
   394    0.16991E+04    0.21200E+02    0.00000E+00    0.11309E+02    0.22377E-07    0.24571E-04    0.12126E-05
   395    0.16922E+04    0.21202E+02    0.00000E+00    0.94056E+01    0.22298E-07    0.24280E-04    0.12161E-05
   396    0.16859E+04    0.21200E+02    0.00000E+00    0.75092E+01    0.22220E-07    0.23989E-04    0.12201E-05
   397    0.16799E+04    0.21195E+02    0.00000E+00    0.56182E+01    0.22141E-07    0.23697E-04    0.12244E-05
   398    0.16743E+04    0.21186E+02    0.00000E+00    0.37341E+01    0.22064E-07    0.23404E-04    0.12291E-05
   399    0.16692E+04    0.21173E+02    0.00000E+00    0.18575E+01    0.21986E-07    0.23111E-04    0.12342E-05
   400    0.16644E+04    0.21156E+02    0.00000E+00   -0.10461E-01    0.21909E-07    0.22817E-04    0.12398E-05
   401    0.16601E+04    0.21135E+02    0.00000E+00   -0.18693E+01    0.21833E-07    0.22522E-04    0.12458E-05
   402    0.16562E+04    0.21109E+02    0.00000E+00   -0.37182E+01    0.21756E-07    0.22227E-04    0.12523E-05
