#    L    TT             EE             TE             PP             TP          
  1708    0.36939E+03    0.12282E+02   -0.32319E+02    0.78872E+05    0.32115E+01
  1709    0.36991E+03    0.12150E+02   -0.32216E+02    0.78777E+05    0.31933E+01
  1710    0.37042E+03    0.12020E+02   -0.32106E+02    0.78682E+05    0.31754E+01
  1711    0.37092E+03    0.11891E+02   -0.31988E+02    0.78588E+05    0.31576E+01
  1712    0.37142E+03    0.11761E+02   -0.31864E+02    0.78493E+05    0.31400E+01
  1713    0.37189E+03    0.11632E+02   -0.31733E+02    0.78399E+05    0.31226E+01
  1714    0.37236E+03    0.11504E+02   -0.31595E+02    0.78305E+05    0.31054E+01
  1715    0.37281E+03    0.11377E+02   -0.31452E+02    0.78212E+05    0.30884E+01
  1716    0.37326E+03    0.11250E+02   -0.31301E+02    0.78118E+05    0.30718E+01
  1717    0.37369E+03    0.11125E+02   -0.31144E+02    0.78024E+05    0.30554E+01
  1718    0.37410E+03    0.11000E+02   -0.30981E+02    0.77931E+05    0.30393E+01
  1719    0.37451E+03    0.10877E+02   -0.30811E+02    0.77838E+05    0.30235E+01
  1720    0.37491E+03    0.10754E+02   -0.30636E+02    0.77745E+05    0.30081E+01
  1721    0.37529E+03    0.10633E+02   -0.30455E+02    0.77652E+05    0.29931E+01
  1722    0.37566E+03    0.10512E+02   -0.30267E+02    0.77559E+05    0.29784E+01
  1723    0.37601E+03    0.10392E+02   -0.30074E+02    0.77467E+05    0.29642E+01
  1724    0.37634E+03    0.10275E+02   -0.29876E+02    0.77374E+05    0.29503E+01
  1725    0.37666E+03    0.10157E+02   -0.29671E+02    0.77282E+05    0.29369E+01
  1726    0.37696E+03    0.10041E+02   -0.29462E+02    0.77190E+05    0.29240E+01
  1727    0.37726E+03    0.99259E+01   -0.29246E+02    0.77098E+05    0.29115E+01
  1728    0.37753E+03    0.98136E+01   -0.29026E+02    0.77007E+05    0.28996E+01
  1729    0.37779E+03    0.97019E+01   -0.28801E+02    0.76915E+05    0.28881E+01
  1730    0.37802E+03    0.95909E+01   -0.28569E+02    0.76823E+05    0.28772E+01
  1731    0.37824E+03    0.94813E+01   -0.28334E+02    0.76732E+05    0.28669E+01
  1732    0.37844E+03    0.93729E+01   -0.28093E+02    0.76641E+05    0.28571E+01
  1733    0.37863E+03    0.92668E+01   -0.27848E+02    0.76550E+05    0.28480E+01
  1734    0.37879E+03    0.91612E+01   -0.27599E+02    0.76459E+05    0.28394E+01
  1735    0.37894E+03    0.90577E+01   -0.27343E+02    0.76369E+05    0.28315E+01
  1736    0.37907E+03    0.89549E+01   -0.27086E+02    0.76278E+05    0.28243E+01
  1737    0.37918E+03    0.88549E+01   -0.26823E+02    0.76188E+05    0.28177E+01
  1738    0.37927E+03    0.87555E+01   -0.26556E+02    0.76097E+05    0.28118E+01
  1739    0.37935E+03    0.86583E+01   -0.26285E+02    0.76007E+05    0.28067E+01
  1740    0.37940E+03    0.85624E+01   -0.26011E+02    0.75918E+05    0.28022E+01
  1741    0.37944E+03    0.84678E+01   -0.25732E+02    0.75828E+05    0.27986E+01
  1742    0.37945E+03    0.83754E+01   -0.25451E+02    0.75738E+05    0.27957E+01
  1743    0.37945E+03    0.82844E+01   -0.25165E+02    0.75649E+05    0.27936E+01
  1744    0.37943E+03    0.81955E+01   -0.24877E+02    0.75559E+05    0.27923E+01
  1745    0.37938E+03    0.81072E+01   -0.24585E+02    0.75470E+05    0.27918E+01
  1746    0.37932E+03    0.80218E+01   -0.24291E+02    0.75381E+05    0.27922E+01
  1747    0.37924E+03    0.79384E+01   -0.23993E+02    0.75292E+05    0.27935E+01
  1748    0.37913E+03    0.78572E+01   -0.23693E+02    0.75204E+05    0.27956E+01
  1749    0.37899E+03    0.77767E+01   -0.23389E+02    0.75115E+05    0.27987E+01
  1750    0.37884E+03    0.76982E+01   -0.23083E+02    0.75027E+05    0.28027E+01
  1751    0.37867E+03    0.76211E+01   -0.22776E+02    0.74938E+05    0.28077E+01
  1752    0.37848E+03    0.75454E+01   -0.22465E+02    0.74850E+05    0.28136E+01
  1753    0.37827E+03    0.74711E+01   -0.22153E+02    0.74762E+05    0.28205E+01
  1754    0.37804E+03    0.73996E+01   -0.21838E+02    0.74675E+05    0.28283E+01
  1755    0.37779E+03    0.73308E+01   -0.21522E+02    0.74587E+05    0.28371E+01
  1756    0.37752E+03    0.72629E+01   -0.21204E+02    0.74499E+05    0.28469E+01
  1757    0.37722E+03    0.71969E+01   -0.20885E+02    0.74412E+05    0.28577E+01
  1758    0.37690E+03    0.71328E+01   -0.20564E+02    0.74325E+05    0.28696E+01
  1759    0.37657E+03    0.70707E+01   -0.20242E+02    0.74238E+05    0.28824E+01
  1760    0.37620E+03    0.70106E+01   -0.19919E+02    0.74151E+05    0.28962E+01
  1761    0.37582E+03    0.69525E+01   -0.19595E+02    0.74064E+05    0.29110E+01
  1762    0.37542E+03    0.68961E+01   -0.19270E+02    0.73977E+05    0.29269E+01
  1763    0.37500E+03    0.68420E+01   -0.18943E+02    0.73891E+05    0.29438E+01
  1764    0.37456E+03    0.67899E+01   -0.18618E+02    0.73804E+05    0.29618E+01
  1765    0.37409E+03    0.67396E+01   -0.18290E+02    0.73718E+05    0.29808E+01
  1766    0.37360E+03    0.66912E+01   -0.17964E+02    0.73632E+05    0.30008E+01
  1767    0.37310E+03    0.66448E+01   -0.17636E+02    0.73546E+05    0.30220E+01
  1768    0.37257E+03    0.66004E+01   -0.17308E+02    0.73460E+05    0.30442E+01
  1769    0.37202E+03    0.65580E+01   -0.16982E+02    0.73375E+05    0.30674E+01
  1770    0.37145E+03    0.65174E+01   -0.16654E+02    0.73289E+05    0.30918E+01
  1771    0.37086E+03    0.64789E+01   -0.16327E+02    0.73204E+05    0.31173E+01
  1772    0.37025E+03    0.64423E+01   -0.16002E+02    0.73119E+05    0.31438E+01
  1773    0.36961E+03    0.64077E+01   -0.15675E+02    0.73034E+05    0.31715E+01
  1774    0.36896E+03    0.63750E+01   -0.15351E+02    0.72949E+05    0.32003E+01
  1775    0.36829E+03    0.63444E+01   -0.15027E+02    0.72864E+05    0.32301E+01
  1776    0.36761E+03    0.63156E+01   -0.14704E+02    0.72779E+05    0.32612E+01
  1777    0.36688E+03    0.62888E+01   -0.14383E+02    0.72695E+05    0.32933E+01
  1778    0.36615E+03    0.62640E+01   -0.14062E+02    0.72610E+05    0.33266E+01
  1779    0.36540E+03    0.62411E+01   -0.13744E+02    0.72526E+05    0.33611E+01
  1780    0.36463E+03    0.62201E+01   -0.13426E+02    0.72442E+05    0.33967E+01
  1781    0.36385E+03    0.62010E+01   -0.13110E+02    0.72358E+05    0.34335E+01
  1782    0.36302E+03    0.61839E+01   -0.12796E+02    0.72274E+05    0.34714E+01
  1783    0.36220E+03    0.61687E+01   -0.12484E+02    0.72191E+05    0.35105E+01
  1784    0.36136E+03    0.61553E+01   -0.12172E+02    0.72107E+05    0.35508E+01
  1785    0.36049E+03    0.61438E+01   -0.11865E+02    0.72024E+05    0.35923E+01
  1786    0.35961E+03    0.61342E+01   -0.11558E+02    0.71941E+05    0.36350E+01
  1787    0.35871E+03    0.61266E+01   -0.11254E+02    0.71857E+05    0.36789E+01
  1788    0.35780E+03    0.61207E+01   -0.10954E+02    0.71774E+05    0.37240E+01
  1789    0.35686E+03    0.61167E+01   -0.10655E+02    0.71692E+05    0.37703E+01
  1790    0.35590E+03    0.61145E+01   -0.10359E+02    0.71609E+05    0.38179E+01
  1791    0.35493E+03    0.61141E+01   -0.10066E+02    0.71526E+05    0.38667E+01
  1792    0.35395E+03    0.61155E+01   -0.97754E+01    0.71444E+05    0.39167E+01
  1793    0.35294E+03    0.61186E+01   -0.94879E+01    0.71362E+05    0.39680E+01
  1794    0.35192E+03    0.61235E+01   -0.92037E+01    0.71279E+05    0.40206E+01
  1795    0.35089E+03    0.61303E+01   -0.89228E+01    0.71197E+05    0.40744E+01
  1796    0.34982E+03    0.61387E+01   -0.86445E+01    0.71115E+05    0.41294E+01
  1797    0.34877E+03    0.61488E+01   -0.83702E+01    0.71034E+05    0.41858E+01
  1798    0.34768E+03    0.61605E+01   -0.80984E+01    0.70952E+05    0.42434E+01
  1799    0.34658E+03    0.61740E+01   -0.78306E+01    0.70871E+05    0.43024E+01
  1800    0.34547E+03    0.61892E+01   -0.75669E+01    0.70789E+05    0.43626E+01
  1801    0.34435E+03    0.62059E+01   -0.73062E+01    0.70708E+05    0.44241E+01
  1802    0.34323E+03    0.62242E+01   -0.70497E+01    0.70627E+05    0.44869E+01
  1803    0.34208E+03    0.62442E+01   -0.67975E+01    0.70546E+05    0.45509E+01
  1804    0.34091E+03    0.62656E+01   -0.65483E+01    0.70465E+05    0.46161E+01
  1805    0.33973E+03    0.62887E+01   -0.63035E+01    0.70384E+05    0.46823E+01
  1806    0.33854E+03    0.63133E+01   -0.60629E+01    0.70304E+05    0.47497E+01
  1807    0.33734E+03    0.63395E+01   -0.58265E+01    0.70223E+05    0.48181E+01
  1808    0.33612E+03    0.63669E+01   -0.55942E+01    0.70143E+05    0.48876E+01
  1809    0.33490E+03    0.63957E+01   -0.53664E+01    0.70063E+05    0.49579E+01
  1810    0.33367E+03    0.64261E+01   -0.51431E+01    0.69983E+05    0.50292E+01
  1811    0.33242E+03    0.64578E+01   -0.49241E+01    0.69903E+05    0.51013E+01
  1812    0.33116E+03    0.64910E+01   -0.47099E+01    0.69823E+05    0.51742E+01
  1813    0.32990E+03    0.65254E+01   -0.45002E+01    0.69744E+05    0.52479E+01
  1814    0.32861E+03    0.65612E+01   -0.42953E+01    0.69664E+05    0.53224E+01
  1815    0.32733E+03    0.65982E+01   -0.40951E+01    0.69585E+05    0.53975E+01
  1816    0.32604E+03    0.66365E+01   -0.38999E+01    0.69505E+05    0.54732E+01
  1817    0.32474E+03    0.66760E+01   -0.37093E+01    0.69426E+05    0.55496E+01
  1818    0.32342E+03    0.67167E+01   -0.35237E+01    0.69347E+05    0.56264E+01
  1819    0.32208E+03    0.67587E+01   -0.33431E+01    0.69268E+05    0.57038E+01
  1820    0.32076E+03    0.68016E+01   -0.31676E+01    0.69190E+05    0.57817E+01
  1821    0.31943E+03    0.68458E+01   -0.29971E+01    0.69111E+05    0.58599E+01
  1822    0.31809E+03    0.68910E+01   -0.28318E+01    0.69033E+05    0.59386E+01
  1823    0.31677E+03    0.69373E+01   -0.26716E+01    0.68954E+05    0.60175E+01
  1824    0.31542E+03    0.69844E+01   -0.25166E+01    0.68876E+05    0.60967E+01
  1825    0.31406E+03    0.70324E+01   -0.23669E+01    0.68798E+05    0.61762E+01
  1826    0.31270E+03    0.70822E+01   -0.22224E+01    0.68720E+05    0.62558E+01
  1827    0.31135E+03    0.71325E+01   -0.20832E+01    0.68642E+05    0.63356E+01
  1828    0.30997E+03    0.71836E+01   -0.19494E+01    0.68564E+05    0.64155E+01
  1829    0.30860E+03    0.72348E+01   -0.18209E+01    0.68487E+05    0.64955E+01
  1830    0.30722E+03    0.72883E+01   -0.16977E+01    0.68409E+05    0.65754E+01
  1831    0.30585E+03    0.73418E+01   -0.15800E+01    0.68332E+05    0.66554E+01
  1832    0.30446E+03    0.73962E+01   -0.14678E+01    0.68255E+05    0.67352E+01
  1833    0.30308E+03    0.74513E+01   -0.13608E+01    0.68177E+05    0.68149E+01
  1834    0.30170E+03    0.75065E+01   -0.12596E+01    0.68101E+05    0.68945E+01
  1835    0.30032E+03    0.75633E+01   -0.11635E+01    0.68024E+05    0.69738E+01
  1836    0.29892E+03    0.76216E+01   -0.10731E+01    0.67947E+05    0.70529E+01
  1837    0.29754E+03    0.76785E+01   -0.98814E+00    0.67870E+05    0.71317E+01
  1838    0.29615E+03    0.77370E+01   -0.90874E+00    0.67794E+05    0.72102E+01
  1839    0.29476E+03    0.77963E+01   -0.83478E+00    0.67717E+05    0.72882E+01
  1840    0.29338E+03    0.78549E+01   -0.76640E+00    0.67641E+05    0.73658E+01
  1841    0.29200E+03    0.79151E+01   -0.70347E+00    0.67565E+05    0.74430E+01
  1842    0.29061E+03    0.79754E+01   -0.64606E+00    0.67489E+05    0.75196E+01
  1843    0.28923E+03    0.80358E+01   -0.59418E+00    0.67413E+05    0.75956E+01
  1844    0.28785E+03    0.80970E+01   -0.54770E+00    0.67337E+05    0.76710E+01
  1845    0.28649E+03    0.81582E+01   -0.50676E+00    0.67262E+05    0.77458E+01
  1846    0.28511E+03    0.82203E+01   -0.47115E+00    0.67186E+05    0.78199E+01
  1847    0.28374E+03    0.82825E+01   -0.44119E+00    0.67111E+05    0.78932E+01
  1848    0.28237E+03    0.83448E+01   -0.41649E+00    0.67036E+05    0.79657E+01
  1849    0.28100E+03    0.84072E+01   -0.39723E+00    0.66960E+05    0.80374E+01
  1850    0.27964E+03    0.84697E+01   -0.38332E+00    0.66885E+05    0.81082E+01
  1851    0.27827E+03    0.85330E+01   -0.37479E+00    0.66811E+05    0.81781E+01
  1852    0.27693E+03    0.85972E+01   -0.37163E+00    0.66736E+05    0.82471E+01
  1853    0.27557E+03    0.86600E+01   -0.37371E+00    0.66661E+05    0.83152E+01
  1854    0.27423E+03    0.87229E+01   -0.38118E+00    0.66587E+05    0.83824E+01
  1855    0.27289E+03    0.87851E+01   -0.39382E+00    0.66512E+05    0.84487E+01
  1856    0.27157E+03    0.88482E+01   -0.41158E+00    0.66438E+05    0.85142E+01
  1857    0.27024E+03    0.89121E+01   -0.43460E+00    0.66364E+05    0.85789E+01
  1858    0.26892E+03    0.89746E+01   -0.46274E+00    0.66289E+05    0.86427E+01
  1859    0.26762E+03    0.90380E+01   -0.49609E+00    0.66216E+05    0.87058E+01
  1860    0.26631E+03    0.91000E+01   -0.53435E+00    0.66142E+05    0.87680E+01
  1861    0.26503E+03    0.91628E+01   -0.57776E+00    0.66068E+05    0.88295E+01
  1862    0.26375E+03    0.92250E+01   -0.62602E+00    0.65994E+05    0.88903E+01
  1863    0.26246E+03    0.92872E+01   -0.67915E+00    0.65921E+05    0.89503E+01
  1864    0.26120E+03    0.93503E+01   -0.73722E+00    0.65847E+05    0.90096E+01
  1865    0.25994E+03    0.94121E+01   -0.80010E+00    0.65774E+05    0.90682E+01
  1866    0.25870E+03    0.94731E+01   -0.86778E+00    0.65701E+05    0.91261E+01
  1867    0.25745E+03    0.95343E+01   -0.93999E+00    0.65628E+05    0.91833E+01
  1868    0.25622E+03    0.95948E+01   -0.10170E+01    0.65555E+05    0.92399E+01
  1869    0.25501E+03    0.96547E+01   -0.10985E+01    0.65482E+05    0.92958E+01
  1870    0.25380E+03    0.97146E+01   -0.11847E+01    0.65410E+05    0.93511E+01
  1871    0.25260E+03    0.97747E+01   -0.12752E+01    0.65337E+05    0.94058E+01
  1872    0.25142E+03    0.98334E+01   -0.13703E+01    0.65265E+05    0.94599E+01
  1873    0.25024E+03    0.98921E+01   -0.14696E+01    0.65192E+05    0.95135E+01
  1874    0.24908E+03    0.99495E+01   -0.15733E+01    0.65120E+05    0.95664E+01
  1875    0.24793E+03    0.10007E+02   -0.16812E+01    0.65048E+05    0.96189E+01
  1876    0.24679E+03    0.10064E+02   -0.17931E+01    0.64976E+05    0.96708E+01
  1877    0.24567E+03    0.10120E+02   -0.19093E+01    0.64904E+05    0.97222E+01
  1878    0.24455E+03    0.10175E+02   -0.20294E+01    0.64832E+05    0.97731E+01
  1879    0.24345E+03    0.10229E+02   -0.21533E+01    0.64761E+05    0.98235E+01
  1880    0.24236E+03    0.10282E+02   -0.22812E+01    0.64689E+05    0.98734E+01
  1881    0.24129E+03    0.10335E+02   -0.24128E+01    0.64618E+05    0.99229E+01
  1882    0.24022E+03    0.10388E+02   -0.25480E+01    0.64546E+05    0.99720E+01
  1883    0.23918E+03    0.10439E+02   -0.26870E+01    0.64475E+05    0.10021E+02
  1884    0.23815E+03    0.10490E+02   -0.28294E+01    0.64404E+05    0.10069E+02
  1885    0.23713E+03    0.10540E+02   -0.29754E+01    0.64333E+05    0.10117E+02
  1886    0.23612E+03    0.10589E+02   -0.31246E+01    0.64262E+05    0.10164E+02
  1887    0.23513E+03    0.10638E+02   -0.32773E+01    0.64191E+05    0.10211E+02
  1888    0.23416E+03    0.10684E+02   -0.34332E+01    0.64121E+05    0.10258E+02
  1889    0.23319E+03    0.10730E+02   -0.35922E+01    0.64050E+05    0.10305E+02
  1890    0.23225E+03    0.10776E+02   -0.37544E+01    0.63980E+05    0.10351E+02
  1891    0.23132E+03    0.10821E+02   -0.39194E+01    0.63909E+05    0.10397E+02
  1892    0.23040E+03    0.10864E+02   -0.40874E+01    0.63839E+05    0.10442E+02
  1893    0.22950E+03    0.10907E+02   -0.42581E+01    0.63769E+05    0.10488E+02
  1894    0.22862E+03    0.10948E+02   -0.44314E+01    0.63699E+05    0.10533E+02
  1895    0.22774E+03    0.10989E+02   -0.46075E+01    0.63629E+05    0.10578E+02
  1896    0.22689E+03    0.11029E+02   -0.47861E+01    0.63559E+05    0.10622E+02
  1897    0.22605E+03    0.11067E+02   -0.49672E+01    0.63489E+05    0.10667E+02
  1898    0.22523E+03    0.11104E+02   -0.51508E+01    0.63420E+05    0.10711E+02
  1899    0.22442E+03    0.11141E+02   -0.53365E+01    0.63350E+05    0.10755E+02
  1900    0.22362E+03    0.11175E+02   -0.55246E+01    0.63281E+05    0.10799E+02
  1901    0.22285E+03    0.11209E+02   -0.57149E+01    0.63212E+05    0.10843E+02
  1902    0.22209E+03    0.11241E+02   -0.59071E+01    0.63143E+05    0.10887E+02
  1903    0.22135E+03    0.11272E+02   -0.61010E+01    0.63074E+05    0.10930E+02
  1904    0.22063E+03    0.11303E+02   -0.62963E+01    0.63005E+05    0.10974E+02
  1905    0.21991E+03    0.11332E+02   -0.64940E+01    0.62936E+05    0.11017E+02
  1906    0.21921E+03    0.11360E+02   -0.66936E+01    0.62867E+05    0.11059E+02
  1907    0.21853E+03    0.11387E+02   -0.68935E+01    0.62799E+05    0.11102E+02
  1908    0.21787E+03    0.11413E+02   -0.70960E+01    0.62730E+05    0.11144E+02
  1909    0.21722E+03    0.11437E+02   -0.72988E+01    0.62662E+05    0.11185E+02
  1910    0.21658E+03    0.11461E+02   -0.75033E+01    0.62593E+05    0.11226E+02
  1911    0.21597E+03    0.11483E+02   -0.77097E+01    0.62525E+05    0.11267E+02
  1912    0.21538E+03    0.11503E+02   -0.79157E+01    0.62457E+05    0.11306E+02
  1913    0.21480E+03    0.11522E+02   -0.81227E+01    0.62389E+05    0.11346E+02
  1914    0.21424E+03    0.11540E+02   -0.83308E+01    0.62321E+05    0.11385E+02
  1915    0.21369E+03    0.11557E+02   -0.85399E+01    0.62253E+05    0.11423E+02
  1916    0.21315E+03    0.11573E+02   -0.87494E+01    0.62186E+05    0.11460E+02
  1917    0.21264E+03    0.11586E+02   -0.89599E+01    0.62118E+05    0.11497E+02
  1918    0.21214E+03    0.11599E+02   -0.91708E+01    0.62051E+05    0.11533E+02
  1919    0.21166E+03    0.11611E+02   -0.93820E+01    0.61983E+05    0.11568E+02
  1920    0.21120E+03    0.11620E+02   -0.95935E+01    0.61916E+05    0.11602E+02
  1921    0.21074E+03    0.11630E+02   -0.98046E+01    0.61849E+05    0.11635E+02
  1922    0.21031E+03    0.11637E+02   -0.10016E+02    0.61782E+05    0.11668E+02
  1923    0.20989E+03    0.11643E+02   -0.10227E+02    0.61715E+05    0.11699E+02
  1924    0.20948E+03    0.11648E+02   -0.10438E+02    0.61648E+05    0.11730E+02
  1925    0.20910E+03    0.11650E+02   -0.10650E+02    0.61581E+05    0.11759E+02
  1926    0.20873E+03    0.11653E+02   -0.10861E+02    0.61515E+05    0.11788E+02
  1927    0.20836E+03    0.11654E+02   -0.11072E+02    0.61448E+05    0.11815E+02
  1928    0.20803E+03    0.11654E+02   -0.11280E+02    0.61382E+05    0.11841E+02
  1929    0.20770E+03    0.11652E+02   -0.11490E+02    0.61315E+05    0.11866E+02
  1930    0.20739E+03    0.11649E+02   -0.11698E+02    0.61249E+05    0.11890E+02
  1931    0.20710E+03    0.11644E+02   -0.11906E+02    0.61183E+05    0.11912E+02
  1932    0.20682E+03    0.11639E+02   -0.12113E+02    0.61117E+05    0.11933E+02
  1933    0.20656E+03    0.11631E+02   -0.12319E+02    0.61051E+05    0.11953E+02
  1934    0.20631E+03    0.11623E+02   -0.12524E+02    0.60985E+05    0.11971E+02
  1935    0.20608E+03    0.11613E+02   -0.12728E+02    0.60919E+05    0.11988E+02
  1936    0.20586E+03    0.11602E+02   -0.12930E+02    0.60854E+05    0.12004E+02
  1937    0.20565E+03    0.11588E+02   -0.13131E+02    0.60788E+05    0.12018E+02
  1938    0.20546E+03    0.11575E+02   -0.13331E+02    0.60723E+05    0.12031E+02
  1939    0.20529E+03    0.11560E+02   -0.13529E+02    0.60657E+05    0.12042E+02
  1940    0.20513E+03    0.11543E+02   -0.13727E+02    0.60592E+05    0.12051E+02
  1941    0.20499E+03    0.11526E+02   -0.13922E+02    0.60527E+05    0.12059E+02
  1942    0.20484E+03    0.11506E+02   -0.14115E+02    0.60462E+05    0.12065E+02
  1943    0.20473E+03    0.11487E+02   -0.14308E+02    0.60397E+05    0.12069E+02
  1944    0.20462E+03    0.11464E+02   -0.14497E+02    0.60332E+05    0.12072E+02
