    2  0.441034928923546E+01  0.181610157124352E+01  0.812481971810576E-01  0.285597811947242E-01
    3  -.260440393408132E+01  0.119834759366878E+01  0.152471911191901E+00  0.211664574935119E-01
    4  -.671145322774136E+01  0.342614934739023E+00  0.166446429844528E+00  -.202932628218238E-02
    5  -.801754694120426E+01  -.417149163684970E+00  0.109694772516560E+00  -.229292324800114E-01
    6  -.694324080154308E+01  -.956430576244485E+00  0.776209356094974E-02  -.305614159396851E-01
    7  -.430780607180343E+01  -.125407743989607E+01  -.919007587921757E-01  -.256545767624117E-01
    8  -.129172326309583E+01  -.135259132465223E+01  -.149551956216050E+00  -.156253235368606E-01
    9  0.198700146052121E+01  -.129882836216533E+01  -.147469873714424E+00  -.748131910886565E-02
   10  0.513904264691845E+01  -.113587057144619E+01  -.935630223144730E-01  -.396493827351315E-02
   11  0.789003995589764E+01  -.920384745543563E+00  -.116103309317651E-01  -.387615697696330E-02
   12  0.105308072739326E+02  -.713053234899702E+00  0.731371529477354E-01  -.451293610789612E-02
   13  0.131156328489991E+02  -.547706031139593E+00  0.140415337069288E+00  -.460099920330239E-02
   14  0.156052885920477E+02  -.444157329144120E+00  0.175172902418603E+00  -.362910971687611E-02
   15  0.179816579784913E+02  -.395034885661422E+00  0.178239159348453E+00  -.240115731155822E-02
   16  0.202624319866855E+02  -.386991305991609E+00  0.155823128550846E+00  -.181434324283472E-02
   17  0.225874200422944E+02  -.409965027775428E+00  0.119772042707682E+00  -.182398892712488E-02
   18  0.250787403818906E+02  -.452721463604141E+00  0.823304561046154E-01  -.212715992738457E-02
   19  0.276656280383720E+02  -.496048093530436E+00  0.516939974524357E-01  -.232977823178270E-02
   20  0.302590227810263E+02  -.520640676690185E+00  0.341207553688209E-01  -.212666117736781E-02
   21  0.328895665283751E+02  -.514806021090566E+00  0.321675836738721E-01  -.165935107149403E-02
   22  0.356093796523342E+02  -.474071048685097E+00  0.457709749027409E-01  -.115944482649399E-02
   23  0.384367941891612E+02  -.415232088341330E+00  0.680872112483576E-01  -.772032804308907E-03
   24  0.413784721323204E+02  -.357252919359155E+00  0.915347524824664E-01  -.587110001007154E-03
   25  0.444281836397600E+02  -.306497715853778E+00  0.112360979034288E+00  -.560796499557355E-03
   26  0.475826247433267E+02  -.266879128923079E+00  0.127539101906651E+00  -.628424668619774E-03
   27  0.508630868059765E+02  -.245103322780300E+00  0.133116733739346E+00  -.776050932721023E-03
   28  0.542919771804174E+02  -.246623468914393E+00  0.126679160183341E+00  -.999872334488136E-03
   29  0.578715718472556E+02  -.269087254801761E+00  0.112887957297368E+00  -.128592433308351E-02
   30  0.615936542165681E+02  -.307119616765697E+00  0.971217222663161E-01  -.161349227201342E-02
   31  0.654281687884175E+02  -.351059970529598E+00  0.805508463719585E-01  -.194502261562441E-02
   32  0.693453259800171E+02  -.391091704777193E+00  0.636233870998248E-01  -.224326980639485E-02
   33  0.733382387871988E+02  -.421059620633443E+00  0.481062726535956E-01  -.248905907849027E-02
   34  0.774048600575925E+02  -.437039819717880E+00  0.359423919408512E-01  -.267628331037898E-02
   35  0.815395994674029E+02  -.440372193187086E+00  0.284596059666203E-01  -.283303516605329E-02
   36  0.857420459934983E+02  -.433526835395795E+00  0.257466439514571E-01  -.299309321677158E-02
   37  0.900360489868281E+02  -.418230863954291E+00  0.235507358805693E-01  -.317877987733228E-02
   38  0.944449464314728E+02  -.397231392536732E+00  0.176353416144498E-01  -.340559220604982E-02
   39  0.989657704699566E+02  -.378098495817210E+00  0.817033975008008E-02  -.367318199176260E-02
   40  0.103588976784415E+03  -.369607988719804E+00  -.357278643143616E-02  -.397723970593996E-02
   41  0.108306930881366E+03  -.378124421634268E+00  -.163840339267651E-01  -.431242538463103E-02
   42  0.113119637564868E+03  -.400367286813069E+00  -.292993208436519E-01  -.466927732220398E-02
   43  0.118029011463360E+03  -.430644811974352E+00  -.414160455676113E-01  -.503730337760676E-02
   44  0.123036967205282E+03  -.463265224836261E+00  -.518316064841582E-01  -.540601140978730E-02
   45  0.128145419419076E+03  -.492536753116942E+00  -.596434019788073E-01  -.576490927769354E-02
   46  0.133354050057910E+03  -.514088315245838E+00  -.643528931334557E-01  -.610664568307970E-02
   47  0.138653610373872E+03  -.528831592497591E+00  -.670777918155293E-01  -.643643269892505E-02
   48  0.144032618943781E+03  -.538998956858144E+00  -.693398725888362E-01  -.676262324101513E-02
   49  0.149479594344454E+03  -.546822780313436E+00  -.726609100171843E-01  -.709357022513549E-02
   50  0.154983055152707E+03  -.554535434849411E+00  -.785626786643820E-01  -.743762656707166E-02
   51  0.160534682402118E+03  -.564032344499844E+00  -.882219681073321E-01  -.779989793006415E-02
   52  0.166138806953305E+03  -.575861141489845E+00  -.101435627975318E+00  -.817250096717329E-02
   53  0.171802922123646E+03  -.590232510092361E+00  -.117655522910717E+00  -.854430507891434E-02
   54  0.177534521230519E+03  -.607357134580335E+00  -.136333517555907E+00  -.890417966580261E-02
   55  0.183341097591302E+03  -.627445699226713E+00  -.156921476553266E+00  -.924099412835336E-02
   56  0.189228038592959E+03  -.650556189247950E+00  -.178841572581669E+00  -.954708255582816E-02
   57  0.195192307900793E+03  -.676135793634541E+00  -.201397210465974E+00  -.982863779247368E-02
   58  0.201228763249695E+03  -.703479002320492E+00  -.223862103067535E+00  -.100953173712829E-01
   59  0.207332262374554E+03  -.731880305239807E+00  -.245509963247709E+00  -.103567788252487E-01
   60  0.213497663010262E+03  -.760634192326493E+00  -.265614503867851E+00  -.106226796873641E-01
   61  0.219720880507232E+03  -.789164688693919E+00  -.283705552186737E+00  -.108993101946557E-01
   62  0.226002060677975E+03  -.817413960172909E+00  -.300337393052843E+00  -.111794914002846E-01
   63  0.232342406950527E+03  -.845453707773655E+00  -.316320425712062E+00  -.114526770614457E-01
   64  0.238743122752923E+03  -.873355632506345E+00  -.332465049410292E+00  -.117083209353337E-01
   65  0.245205411513199E+03  -.901191435381169E+00  -.349581663393428E+00  -.119358767791435E-01
   66  0.251729261712246E+03  -.929191599990976E+00  -.368318042424817E+00  -.121263947478163E-01
   67  0.258309802042380E+03  -.958221740259249E+00  -.388671463337606E+00  -.122773105872789E-01
   68  0.264940946248773E+03  -.989306252692133E+00  -.410476578482395E+00  -.123876564412045E-01
   69  0.271616608076596E+03  -.102346953379577E+01  -.433568040209781E+00  -.124564644532663E-01
   70  0.278330701271020E+03  -.106173598007630E+01  -.457780500870364E+00  -.124827667671377E-01
   71  0.285078662037018E+03  -.110484786462370E+01  -.482983957142909E+00  -.124658852454495E-01
   72  0.291862016418762E+03  -.115241896686327E+01  -.509189783018854E+00  -.124063006266639E-01
   73  0.298683812920222E+03  -.120378094280414E+01  -.536444696817804E+00  -.123047833682008E-01
   74  0.305547100045372E+03  -.125826544845544E+01  -.564795416859365E+00  -.121621039274800E-01
   75  0.312454926298182E+03  -.131520413982629E+01  -.594288661463141E+00  -.119790327619213E-01
   76  0.319410037156518E+03  -.137407247586055E+01  -.624912085305741E+00  -.117555910361388E-01
   77  0.326413965993815E+03  -.143492112724089E+01  -.656417088491786E+00  -.114888027435230E-01
   78  0.333467943157403E+03  -.149794456758471E+01  -.688496007482899E+00  -.111749425846588E-01
   79  0.340573198994611E+03  -.156333727050939E+01  -.720841178740704E+00  -.108102852601307E-01
   80  0.347730963852768E+03  -.163129370963233E+01  -.753144938726824E+00  -.103911054705236E-01
   81  0.354941423289146E+03  -.170204770645715E+01  -.785204725056750E+00  -.991368130993625E-02
   82  0.362200583700784E+03  -.177599047403240E+01  -.817238379961438E+00  -.937430444652443E-02
   83  0.369503406694667E+03  -.185355257329286E+01  -.849568846825715E+00  -.876926994195788E-02
   84  0.376844853877778E+03  -.193516456517331E+01  -.882519069034403E+00  -.809487285790640E-02
   85  0.384219886857100E+03  -.202125701060852E+01  -.916411989972328E+00  -.734740825603981E-02
   86  0.391624458998567E+03  -.211218098135698E+01  -.951471804440312E+00  -.652355883347681E-02
   87  0.399058490703920E+03  -.220796959247189E+01  -.987527712903173E+00  -.562155782913174E-02
   88  0.406522894133849E+03  -.230857646983017E+01  -.102431016724172E+01  -.464002611736783E-02
   89  0.414018581449044E+03  -.241395523930874E+01  -.106154961933678E+01  -.357758457254831E-02
   90  0.421546464810198E+03  -.252405952678450E+01  -.109897652106916E+01  -.243285406903643E-02
   91  0.429107214905149E+03  -.263887516960276E+01  -.113636225296024E+01  -.120457322588092E-02
   92  0.436700536530330E+03  -.275851685098238E+01  -.117364191009361E+01  0.108048359127412E-03
   93  0.444325893009325E+03  -.288313146561060E+01  -.121079151619344E+01  0.150568334351226E-02
   94  0.451982747665716E+03  -.301286590817468E+01  -.124778709498388E+01  0.298900438479733E-02
   95  0.459670563823085E+03  -.314786707336187E+01  -.128460467018910E+01  0.455868414050631E-02
   96  0.467388804805013E+03  -.328828185585941E+01  -.132122026553326E+01  0.621539526816289E-02
   97  0.475136933935085E+03  -.343425715035456E+01  -.135760990474052E+01  0.795981042529077E-02
   98  0.482914414536881E+03  -.358593985153457E+01  -.139374961153503E+01  0.979260226941364E-02
   99  0.490720709933985E+03  -.374347685408668E+01  -.142961540964096E+01  0.117144434580552E-01
  100  0.498555283449978E+03  -.390701505269815E+01  -.146518332278247E+01  0.137260066487391E-01
  101  0.506417598408442E+03  -.407670134205622E+01  -.150042937468372E+01  0.158279644989891E-01
  102  0.514307118132961E+03  -.425268261684815E+01  -.153532958906886E+01  0.180209896663289E-01
  103  0.522223305947117E+03  -.443510577176119E+01  -.156985998966207E+01  0.203057548082822E-01
  104  0.530165625174491E+03  -.462411770148258E+01  -.160399660018749E+01  0.226829325823726E-01
  105  0.538133539138666E+03  -.481986530069957E+01  -.163771544436928E+01  0.251531956461238E-01
  106  0.546126511163225E+03  -.502249546409942E+01  -.167099254593162E+01  0.277172166570596E-01
  107  0.554144004571749E+03  -.523215508636937E+01  -.170380392859865E+01  0.303756682727036E-01
  108  0.562185482687821E+03  -.544899106219667E+01  -.173612561609455E+01  0.331292231505796E-01
  109  0.570250408835024E+03  -.567315028626858E+01  -.176793363214346E+01  0.359785539482112E-01
  110  0.578338246336940E+03  -.590477965327235E+01  -.179920400046955E+01  0.389243333231221E-01
  111  0.586448437409489E+03  -.614401521630047E+01  -.182988980743785E+01  0.419666446511612E-01
  112  0.594580339837953E+03  -.639094966206652E+01  -.185985238997690E+01  0.451032141814775E-01
  113  0.602733290299948E+03  -.664566483568931E+01  -.188893014765612E+01  0.483311788815452E-01
  114  0.610906625473094E+03  -.690824258228765E+01  -.191696148004492E+01  0.516476757188387E-01
  115  0.619099682035010E+03  -.717876474698036E+01  -.194378478671271E+01  0.550498416608322E-01
  116  0.627311796663314E+03  -.745731317488626E+01  -.196923846722891E+01  0.585348136749998E-01
  117  0.635542306035625E+03  -.774396971112416E+01  -.199316092116293E+01  0.620997287288159E-01
  118  0.643790546829561E+03  -.803881620081289E+01  -.201539054808417E+01  0.657417237897547E-01
  119  0.652055855722741E+03  -.834193448907127E+01  -.203576574756206E+01  0.694579358252904E-01
  120  0.660337569392784E+03  -.865340642101809E+01  -.205412491916602E+01  0.732455018028972E-01
  121  0.668635024517308E+03  -.897331384177219E+01  -.207030646246544E+01  0.771015586900494E-01
  122  0.676947557773933E+03  -.930173859645238E+01  -.208414877702975E+01  0.810232434542212E-01
  123  0.685274505840275E+03  -.963876253017749E+01  -.209549026242836E+01  0.850076930628869E-01
  124  0.693615205393955E+03  -.998446748806631E+01  -.210416931823068E+01  0.890520444835206E-01
  125  0.701968993112591E+03  -.103389353152377E+02  -.211002434400612E+01  0.931534346835967E-01
  126  0.710335205673801E+03  -.107022478568104E+02  -.211289373932411E+01  0.973090006305894E-01
  127  0.718713179755204E+03  -.110744869579033E+02  -.211261590375405E+01  0.101515879291973E+00
  128  0.727102252034419E+03  -.114557344636352E+02  -.210902923686535E+01  0.105771207635221E+00
  129  0.735501759189065E+03  -.118460722191249E+02  -.210197213822743E+01  0.110072122627809E+00
  130  0.743911037896759E+03  -.122455820694913E+02  -.209128300740971E+01  0.114415761237210E+00
  131  0.752329577119041E+03  -.126543338837335E+02  -.207681016108839E+01  0.118798444380889E+00
  132  0.760757474953126E+03  -.130723496263725E+02  -.205844158436691E+01  0.123213228776270E+00
  133  0.769194981780152E+03  -.134996392858095E+02  -.203607517945550E+01  0.127652355090766E+00
  134  0.777642347981255E+03  -.139362128504460E+02  -.200960884856438E+01  0.132108063991792E+00
  135  0.786099823937570E+03  -.143820803086832E+02  -.197894049390379E+01  0.136572596146761E+00
  136  0.794567660030234E+03  -.148372516489225E+02  -.194396801768396E+01  0.141038192223087E+00
  137  0.803046106640384E+03  -.153017368595651E+02  -.190458932211511E+01  0.145497092888184E+00
  138  0.811535414149155E+03  -.157755459290124E+02  -.186070230940749E+01  0.149941538809466E+00
  139  0.820035832937685E+03  -.162586888456658E+02  -.181220488177131E+01  0.154363770654348E+00
  140  0.828547613387108E+03  -.167511755979265E+02  -.175899494141681E+01  0.158756029090242E+00
  141  0.837071005878563E+03  -.172530161741958E+02  -.170097039055422E+01  0.163110554784563E+00
